p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
5,78,15,15.78.a.c,13,-1,-19,0,19,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.c,13,-1,-13,0,13,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.c,13,-1,-10,0,10,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.c,13,-1,-4,2,6,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.c,13,-1,-18,2,20,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.c,13,-1,-24,2,26,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.c,13,-1,-21,3,24,2:[1:4];7:[1:0],1,1
3,78,15,15.78.a.d,8,-1,-15,1,16,2:[1:0],1,1
3,78,15,15.78.a.d,8,-1,-7,2,9,2:[1:0],1,1
3,78,15,15.78.a.d,8,-1,-20,0,20,2:[1:0],1,1
3,78,15,15.78.a.d,8,-1,-3,-1,2,2:[1:0],1,1
3,78,15,15.78.a.d,8,-1,-5,0,5,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-17,-1,16,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-12,-3,9,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-4,0,4,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-18,-1,17,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-12,-3,9,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-9,-1,8,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-14,-1,13,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-3,-3,0,2:[1:1],1,1
3,78,15,15.78.a.d,8,-1,-20,-2,18,2:[1:1],1,1
5,78,15,15.78.a.d,1,1,-6,1,7,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-27,1,28,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-16,1,17,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-12,-2,10,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-23,0,23,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-3,0,3,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-19,0,19,2:[1:2];7:[1:2],1,1
5,78,15,15.78.a.d,1,1,-13,-2,11,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-10,-2,8,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-4,0,4,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-18,0,18,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-24,0,24,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-21,-1,20,2:[1:4];7:[1:0],1,1
5,78,15,15.78.a.d,1,1,-2,-2,0,2:[1:4];7:[1:0],1,1
3,86,15,15.86.a.a,13,1,-15,6,21,2:[1:0],1,1
3,86,15,15.86.a.a,13,1,-7,8,15,2:[1:0],1,1
3,86,15,15.86.a.a,13,1,-20,9,29,2:[1:0],1,1
3,86,15,15.86.a.a,13,1,-20,4,24,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-9,1,10,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-14,1,15,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-12,0,12,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-17,1,18,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-5,2,7,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-18,2,20,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-24,2,26,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-4,2,6,2:[1:1],1,1
3,86,15,15.86.a.a,13,1,-12,0,12,2:[1:1],1,1
5,86,15,15.86.a.a,44,1,-11,2,13,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-8,-1,7,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-15,-1,14,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-28,0,28,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-24,2,26,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-19,2,21,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-3,2,5,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.a,44,1,-11,4,15,2:[1:3];7:[1:3],2,1
5,86,15,15.86.a.a,44,1,-21,4,25,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.a,44,1,-4,3,7,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.a,44,1,-25,3,28,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.a,44,1,-18,2,20,2:[1:3];7:[1:3],1,1
3,80,15,15.80.a.b,13,1,-18,7,25,2:[1:0],1,1
3,80,15,15.80.a.b,13,1,-4,8,12,2:[1:0],1,1
3,80,15,15.80.a.b,13,1,-12,5,17,2:[1:0],1,1
3,80,15,15.80.a.b,13,1,-12,0,12,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-17,3,20,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-5,3,8,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-3,0,3,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-20,1,21,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-7,2,9,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-15,2,17,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-20,3,23,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-9,1,10,2:[1:1],1,1
3,80,15,15.80.a.b,13,1,-14,0,14,2:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-18,1,19,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-24,1,25,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-4,1,5,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-10,0,10,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-13,0,13,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-21,3,24,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.b,13,-1,-16,-1,15,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-6,0,6,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-27,0,27,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-2,0,2,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-22,0,22,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-20,0,20,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.b,13,-1,-12,-2,10,2:[1:2];7:[1:0],1,1
3,80,15,15.80.a.d,1,1,-9,-1,8,2:[1:0],1,1
3,80,15,15.80.a.d,1,1,-14,-2,12,2:[1:0],1,1
3,80,15,15.80.a.d,1,1,-3,-2,1,2:[1:0],1,1
3,80,15,15.80.a.d,1,1,-20,-1,19,2:[1:0],1,1
3,80,15,15.80.a.d,1,1,-20,-2,18,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-3,-3,0,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-15,-3,12,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-7,-1,6,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-5,1,6,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-17,0,17,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-12,-2,10,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-12,-2,10,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-4,1,5,2:[1:2],1,1
3,80,15,15.80.a.d,1,1,-18,0,18,2:[1:2],1,1
5,80,15,15.80.a.d,1,1,-18,-1,17,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-24,-1,23,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-4,-1,3,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-10,-2,8,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-13,-2,11,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-21,-1,20,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-2,-2,0,2:[1:1];7:[1:1],1,1
5,80,15,15.80.a.d,1,1,-16,-1,15,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-6,0,6,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-27,0,27,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-2,0,2,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-22,0,22,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-20,0,20,2:[1:2];7:[1:0],1,1
5,80,15,15.80.a.d,1,1,-12,-2,10,2:[1:2];7:[1:0],1,1
3,82,15,15.82.a.b,13,1,-5,7,12,2:[1:0],1,1
3,82,15,15.82.a.b,13,1,-17,7,24,2:[1:0],1,1
3,82,15,15.82.a.b,13,1,-12,4,16,2:[1:0],1,1
3,82,15,15.82.a.b,13,1,-20,4,24,2:[1:1],1,1
3,82,15,15.82.a.b,13,1,-7,3,10,2:[1:1],1,1
3,82,15,15.82.a.b,13,1,-15,1,16,2:[1:1],1,1
3,82,15,15.82.a.b,13,1,-20,2,22,2:[1:1],1,2
3,82,15,15.82.a.b,13,1,-3,1,4,2:[1:1],1,1
3,82,15,15.82.a.b,13,1,-12,-1,11,2:[1:1],1,2
3,82,15,15.82.a.b,13,1,-16,2,18,2:[1:1],1,1
3,82,15,15.82.a.b,13,1,-6,2,8,2:[1:1],1,1
5,82,15,15.82.a.b,44,1,-18,4,22,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-25,4,29,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-4,4,8,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-21,6,27,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-10,2,12,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-13,2,15,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.b,44,1,-6,2,8,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-27,2,29,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-16,1,17,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-11,2,13,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-22,2,24,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-2,2,4,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.b,44,1,-20,2,22,2:[1:4];7:[1:0],1,1
3,82,15,15.82.a.c,8,-1,-5,3,8,2:[1:0],1,1
3,82,15,15.82.a.c,8,-1,-17,3,20,2:[1:0],1,1
3,82,15,15.82.a.c,8,-1,-12,0,12,2:[1:0],1,1
3,82,15,15.82.a.c,8,-1,-20,-2,18,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-3,-3,0,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-7,-1,6,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-15,-3,12,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-20,0,20,2:[1:1],1,2
3,82,15,15.82.a.c,8,-1,-3,-1,2,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-12,-3,9,2:[1:1],1,2
3,82,15,15.82.a.c,8,-1,-16,0,16,2:[1:1],1,1
3,82,15,15.82.a.c,8,-1,-6,0,6,2:[1:1],1,1
5,82,15,15.82.a.c,1,1,-2,-2,0,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-21,-1,20,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-17,0,17,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-5,0,5,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-26,0,26,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-10,-1,9,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-13,-1,12,2:[1:1];7:[1:0],1,1
5,82,15,15.82.a.c,1,1,-12,0,12,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,-8,-1,7,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,-15,-1,14,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,-28,0,28,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,-22,1,23,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,-20,1,21,2:[1:3];7:[1:3],1,1
5,82,15,15.82.a.c,1,1,0,3,3,2:[1:3];7:[1:3],1,1
3,82,15,15.82.a.d,1,1,-7,-1,6,2:[1:0],1,1
3,82,15,15.82.a.d,1,1,-15,-3,12,2:[1:0],1,1
3,82,15,15.82.a.d,1,1,-3,-3,0,2:[1:0],1,1
3,82,15,15.82.a.d,1,1,-20,-2,18,2:[1:0],1,1
3,82,15,15.82.a.d,1,1,-12,-1,11,2:[1:2],1,1
3,82,15,15.82.a.d,1,1,-17,2,19,2:[1:2],1,1
3,82,15,15.82.a.d,1,1,-5,2,7,2:[1:2],1,1
3,82,15,15.82.a.d,1,1,-20,-1,19,2:[1:2],1,2
3,82,15,15.82.a.d,1,1,-3,-2,1,2:[1:2],1,1
3,82,15,15.82.a.d,1,1,-12,-3,9,2:[1:2],1,2
3,82,15,15.82.a.d,1,1,-6,-1,5,2:[1:2],1,1
3,82,15,15.82.a.d,1,1,-16,-3,13,2:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-18,2,20,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-25,2,27,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-4,2,6,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-2,1,3,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-21,2,23,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-10,0,10,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-13,0,13,2:[1:2];7:[1:2],1,1
5,82,15,15.82.a.d,8,-1,-6,2,8,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-27,2,29,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-16,1,17,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-11,2,13,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-22,2,24,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-2,2,4,2:[1:4];7:[1:0],1,1
5,82,15,15.82.a.d,8,-1,-20,2,22,2:[1:4];7:[1:0],1,1
3,88,15,15.88.a.a,44,-1,-4,3,7,2:[1:0],1,1
3,88,15,15.88.a.a,44,-1,-24,3,27,2:[1:0],1,1
3,88,15,15.88.a.a,44,-1,-18,2,20,2:[1:0],1,1
3,88,15,15.88.a.a,44,-1,-12,1,13,2:[1:0],1,1
3,88,15,15.88.a.a,44,-1,-20,4,24,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-9,1,10,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-14,1,15,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-19,0,19,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-23,1,24,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-1,3,4,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-16,0,16,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-6,2,8,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-10,0,10,2:[1:2],1,1
3,88,15,15.88.a.a,44,-1,-13,-1,12,2:[1:2],1,1
5,88,15,15.88.a.a,44,1,-10,1,11,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-30,1,31,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-12,1,13,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-18,1,19,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-4,2,6,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-25,2,27,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-21,3,24,2:[1:3];7:[1:0],1,1
5,88,15,15.88.a.a,44,1,-11,3,14,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-19,2,21,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-24,3,27,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-3,3,6,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-16,1,17,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-27,2,29,2:[1:4];7:[1:4],1,1
5,88,15,15.88.a.a,44,1,-7,1,8,2:[1:4];7:[1:4],1,1
3,90,15,15.90.a.a,13,1,-14,5,19,2:[1:0],1,1
3,90,15,15.90.a.a,13,1,-9,5,14,2:[1:0],1,1
3,90,15,15.90.a.a,13,1,-22,9,31,2:[1:0],1,1
3,90,15,15.90.a.a,13,1,-12,-1,11,2:[1:1],1,1
3,90,15,15.90.a.a,13,1,-11,-1,10,2:[1:1],1,1
3,90,15,15.90.a.a,13,1,-18,0,18,2:[1:1],2,1
3,90,15,15.90.a.a,13,1,-4,1,5,2:[1:1],2,1
3,90,15,15.90.a.a,13,1,-24,1,25,2:[1:1],2,1
3,90,15,15.90.a.a,13,1,-9,1,10,2:[1:1],1,1
3,90,15,15.90.a.a,13,1,-14,1,15,2:[1:1],1,1
3,90,15,15.90.a.a,13,1,-20,4,24,2:[1:1],1,1
5,90,15,15.90.a.a,44,1,-22,5,27,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-12,2,14,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-10,2,12,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-30,2,32,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-4,3,7,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-18,2,20,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-25,3,28,2:[1:2];7:[1:2],1,1
5,90,15,15.90.a.a,44,1,-23,1,24,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-2,1,3,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-20,0,20,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-7,0,7,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-27,1,28,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-16,0,16,2:[1:4];7:[1:0],1,1
5,90,15,15.90.a.a,44,1,-11,2,13,2:[1:4];7:[1:0],1,1
3,86,15,15.86.a.c,44,-1,-17,1,18,2:[1:0],1,1
3,86,15,15.86.a.c,44,-1,-5,2,7,2:[1:0],1,1
3,86,15,15.86.a.c,44,-1,-12,0,12,2:[1:0],1,1
3,86,15,15.86.a.c,44,-1,-12,-3,9,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-24,-1,23,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-4,-1,3,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-18,-2,16,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-3,-1,2,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-20,0,20,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-9,-1,8,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-14,-2,12,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-20,4,24,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-7,3,10,2:[1:2],1,1
3,86,15,15.86.a.c,44,-1,-15,1,16,2:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-21,1,22,2:[1:2];7:[1:2],1,2
5,86,15,15.86.a.c,13,-1,-2,0,2,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-8,-2,6,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-28,-1,27,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-15,-2,13,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-11,1,12,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.c,13,-1,-18,1,19,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-25,2,27,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-4,2,6,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-21,3,24,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-9,1,10,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-29,2,31,2:[1:4];7:[1:0],1,1
5,86,15,15.86.a.c,13,-1,-14,1,15,2:[1:4];7:[1:0],1,1
3,94,15,15.94.a.a,44,-1,-14,2,16,2:[1:0],1,1
3,94,15,15.94.a.a,44,-1,-9,2,11,2:[1:0],1,1
3,94,15,15.94.a.a,44,-1,-22,3,25,2:[1:0],1,1
3,94,15,15.94.a.a,44,-1,-18,3,21,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-24,4,28,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-4,4,8,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-11,4,15,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-7,-2,5,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-16,-2,14,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-26,-1,25,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-23,-2,21,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-19,-2,17,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,0,2,2,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-10,-2,8,2:[1:2],1,1
3,94,15,15.94.a.a,44,-1,-13,-2,11,2:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-4,-1,3,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-19,-1,18,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-24,0,24,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-16,0,16,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-7,0,7,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-27,1,28,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-31,-1,30,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-11,-1,10,2:[1:2];7:[1:2],1,1
5,94,15,15.94.a.a,13,-1,-22,2,24,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-12,2,14,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-10,2,12,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-30,2,32,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-18,1,19,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-25,2,27,2:[1:4];7:[1:0],1,1
5,94,15,15.94.a.a,13,-1,-5,1,6,2:[1:4];7:[1:0],1,1
3,86,15,15.86.a.b,1,1,-17,-1,16,2:[1:0],1,1
3,86,15,15.86.a.b,1,1,-5,0,5,2:[1:0],1,1
3,86,15,15.86.a.b,1,1,-12,-2,10,2:[1:0],1,1
3,86,15,15.86.a.b,1,1,-12,-3,9,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-24,-1,23,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-4,-1,3,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-18,-2,16,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-20,2,22,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-9,-1,8,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-14,-2,12,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-3,-1,2,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-20,0,20,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-7,1,8,2:[1:2],1,1
3,86,15,15.86.a.b,1,1,-15,-1,14,2:[1:2],1,1
5,86,15,15.86.a.b,8,-1,-11,2,13,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-8,-1,7,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-15,-1,14,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-28,0,28,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-24,2,26,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-19,2,21,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-3,2,5,2:[1:1];7:[1:0],1,1
5,86,15,15.86.a.b,8,-1,-11,2,13,2:[1:3];7:[1:3],2,1
5,86,15,15.86.a.b,8,-1,-21,0,21,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.b,8,-1,-2,-1,1,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.b,8,-1,-4,1,5,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.b,8,-1,-25,1,26,2:[1:3];7:[1:3],1,1
5,86,15,15.86.a.b,8,-1,-18,0,18,2:[1:3];7:[1:3],1,1
3,86,15,15.86.a.d,8,-1,-15,0,15,2:[1:0],1,1
3,86,15,15.86.a.d,8,-1,-7,2,9,2:[1:0],1,1
3,86,15,15.86.a.d,8,-1,-20,1,21,2:[1:0],1,1
3,86,15,15.86.a.d,8,-1,-3,0,3,2:[1:0],1,1
3,86,15,15.86.a.d,8,-1,-3,-3,0,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-20,-2,18,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-9,-3,6,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-14,-3,11,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-12,-2,10,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-17,-1,16,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-5,0,5,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-18,0,18,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-24,0,24,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-4,0,4,2:[1:1],1,1
3,86,15,15.86.a.d,8,-1,-12,-2,10,2:[1:1],1,1
5,86,15,15.86.a.d,1,1,-2,0,2,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.d,1,1,-21,1,22,2:[1:2];7:[1:2],1,2
5,86,15,15.86.a.d,1,1,-8,-2,6,2:[1:2];7:[1:2],1,1
5,86,15,15.86.a.d,1,1,-28,-1,27,2:[1:2];7:[1:2],1,1
