p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
3,30,15,15.30.a.b,1,1,-5,-2,3,2:[1:2],1,1
5,30,15,15.30.a.b,8,-1,-2,1,3,2:[1:1];7:[1:0],1,1
5,30,15,15.30.a.b,8,-1,-6,1,7,2:[1:1];7:[1:0],1,1
5,30,15,15.30.a.b,8,-1,-10,0,10,2:[1:3];7:[1:3],1,1
5,30,15,15.30.a.b,8,-1,-1,1,2,2:[1:3];7:[1:3],1,1
5,30,15,15.30.a.b,8,-1,-4,1,5,2:[1:3];7:[1:3],1,1
3,22,15,15.22.a.b,13,1,-4,7,11,2:[1:0],1,1
3,22,15,15.22.a.b,13,1,-6,1,7,2:[1:1],1,1
3,22,15,15.22.a.b,13,1,-3,2,5,2:[1:1],1,1
5,22,15,15.22.a.b,44,1,-6,2,8,2:[1:1];7:[1:0],1,1
5,22,15,15.22.a.b,44,1,-2,2,4,2:[1:1];7:[1:0],1,1
5,22,15,15.22.a.b,44,1,-4,4,8,2:[1:3];7:[1:3],1,1
3,22,15,15.22.a.e,8,-1,-4,3,7,2:[1:0],1,1
3,22,15,15.22.a.e,8,-1,-2,-2,0,2:[1:1],1,1
3,22,15,15.22.a.e,8,-1,-6,-1,5,2:[1:1],1,1
3,22,15,15.22.a.e,8,-1,-3,0,3,2:[1:1],1,1
5,22,15,15.22.a.e,1,1,-7,0,7,2:[1:2];7:[1:2],1,1
5,22,15,15.22.a.e,1,1,-2,1,3,2:[1:2];7:[1:2],1,1
5,22,15,15.22.a.e,1,1,-5,0,5,2:[1:4];7:[1:0],1,1
5,22,15,15.22.a.e,1,1,-1,-1,0,2:[1:4];7:[1:0],1,1
3,24,15,15.24.a.a,44,-1,-7,5,12,2:[1:0],1,1
3,24,15,15.24.a.a,44,-1,-4,1,5,2:[1:2],1,1
3,24,15,15.24.a.a,44,-1,-5,1,6,2:[1:2],1,1
5,24,15,15.24.a.a,44,1,-4,2,6,2:[1:3];7:[1:0],1,1
5,24,15,15.24.a.a,44,1,-3,3,6,2:[1:4];7:[1:4],1,1
5,24,15,15.24.a.a,44,1,-6,2,8,2:[1:4];7:[1:4],1,1
3,24,15,15.24.a.c,8,-1,-5,2,7,2:[1:0],1,1
3,24,15,15.24.a.c,8,-1,-7,0,7,2:[1:1],1,1
3,24,15,15.24.a.c,8,-1,-2,0,2,2:[1:1],1,1
3,24,15,15.24.a.c,8,-1,-4,5,9,2:[1:1],1,1
5,24,15,15.24.a.c,8,-1,-1,-1,0,2:[1:3];7:[1:0],1,1
5,24,15,15.24.a.c,8,-1,-4,0,4,2:[1:3];7:[1:0],1,1
5,24,15,15.24.a.c,8,-1,-3,3,6,2:[1:4];7:[1:4],1,1
5,24,15,15.24.a.c,8,-1,-6,2,8,2:[1:4];7:[1:4],1,1
3,26,15,15.26.a.a,13,1,-7,3,10,2:[1:1],1,1
3,26,15,15.26.a.a,13,1,-5,2,7,2:[1:1],1,1
3,26,15,15.26.a.a,13,1,-4,2,6,2:[1:1],1,1
5,26,15,15.26.a.a,44,1,-4,3,7,2:[1:2];7:[1:2],1,1
5,26,15,15.26.a.a,44,1,-7,0,7,2:[1:4];7:[1:0],1,1
5,26,15,15.26.a.a,44,1,-3,2,5,2:[1:4];7:[1:0],1,1
3,20,15,15.20.a.a,44,-1,-4,3,7,2:[1:2],2,1
5,20,15,15.20.a.a,44,1,-2,2,4,2:[1:1];7:[1:1],1,1
5,20,15,15.20.a.a,44,1,-5,1,6,2:[1:2];7:[1:0],1,1
3,24,15,15.24.a.b,13,1,-5,6,11,2:[1:0],1,1
3,24,15,15.24.a.b,13,1,-7,0,7,2:[1:1],1,1
3,24,15,15.24.a.b,13,1,-2,0,2,2:[1:1],1,1
3,24,15,15.24.a.b,13,1,-4,3,7,2:[1:1],1,1
5,24,15,15.24.a.b,13,-1,-5,2,7,2:[1:1];7:[1:1],1,1
5,24,15,15.24.a.b,13,-1,-8,2,10,2:[1:1];7:[1:1],1,1
5,24,15,15.24.a.b,13,-1,-7,-1,6,2:[1:2];7:[1:0],1,1
5,24,15,15.24.a.b,13,-1,-2,1,3,2:[1:2];7:[1:0],1,1
3,20,15,15.20.a.b,8,-1,-4,5,9,2:[1:0],1,1
3,20,15,15.20.a.b,8,-1,-4,5,9,2:[1:1],1,1
3,20,15,15.20.a.b,8,-1,-1,3,4,2:[1:1],1,1
5,20,15,15.20.a.b,8,-1,-2,2,4,2:[1:1];7:[1:1],1,1
5,20,15,15.20.a.b,8,-1,-5,-1,4,2:[1:2];7:[1:0],1,1
5,20,15,15.20.a.b,8,-1,-1,-1,0,2:[1:2];7:[1:0],1,1
3,24,15,15.24.a.d,1,1,-2,-2,0,2:[1:0],1,1
3,24,15,15.24.a.d,1,1,-7,-1,6,2:[1:0],1,1
3,24,15,15.24.a.d,1,1,-4,-1,3,2:[1:2],1,1
3,24,15,15.24.a.d,1,1,-5,-1,4,2:[1:2],1,1
3,24,15,15.24.a.d,1,1,-2,-2,0,2:[1:2],1,1
5,24,15,15.24.a.d,1,1,-1,-1,0,2:[1:1];7:[1:1],1,1
5,24,15,15.24.a.d,1,1,-5,0,5,2:[1:1];7:[1:1],1,1
5,24,15,15.24.a.d,1,1,-8,0,8,2:[1:1];7:[1:1],1,1
5,24,15,15.24.a.d,1,1,-7,-1,6,2:[1:2];7:[1:0],1,1
5,24,15,15.24.a.d,1,1,-2,1,3,2:[1:2];7:[1:0],1,1
3,20,15,15.20.a.c,13,1,9999,9999,13,2:[1:0],1,1
3,20,15,15.20.a.c,13,1,-4,3,7,2:[1:1],1,1
3,20,15,15.20.a.c,13,1,-2,2,4,2:[1:1],1,1
5,20,15,15.20.a.c,13,-1,-2,0,2,2:[1:3];7:[1:0],1,1
5,20,15,15.20.a.c,13,-1,-6,0,6,2:[1:3];7:[1:0],1,1
5,20,15,15.20.a.c,13,-1,-4,1,5,2:[1:4];7:[1:4],1,1
3,20,15,15.20.a.d,1,1,0,1,1,2:[1:0],1,1
3,20,15,15.20.a.d,1,1,-2,-2,0,2:[1:2],1,1
3,20,15,15.20.a.d,1,1,-4,1,5,2:[1:2],2,1
5,20,15,15.20.a.d,1,1,-2,0,2,2:[1:3];7:[1:0],1,1
5,20,15,15.20.a.d,1,1,-6,0,6,2:[1:3];7:[1:0],1,1
5,20,15,15.20.a.d,1,1,-4,-1,3,2:[1:4];7:[1:4],1,1
5,20,15,15.20.a.d,1,1,-1,-1,0,2:[1:4];7:[1:4],1,1
3,34,15,15.34.a.b,44,-1,-9,2,11,2:[1:0],1,1
3,34,15,15.34.a.b,44,-1,-4,3,7,2:[1:2],1,1
3,34,15,15.34.a.b,44,-1,-10,-2,8,2:[1:2],1,1
3,34,15,15.34.a.b,44,-1,-6,-2,4,2:[1:2],1,1
3,34,15,15.34.a.b,44,-1,-3,-2,1,2:[1:2],1,1
5,34,15,15.34.a.b,13,-1,-10,2,12,2:[1:1];7:[1:0],1,1
5,34,15,15.34.a.b,13,-1,-4,2,6,2:[1:1];7:[1:0],1,1
5,34,15,15.34.a.b,13,-1,-3,0,3,2:[1:3];7:[1:3],1,1
5,34,15,15.34.a.b,13,-1,-11,-1,10,2:[1:3];7:[1:3],1,1
5,34,15,15.34.a.b,13,-1,-6,1,7,2:[1:3];7:[1:3],1,1
3,30,15,15.30.a.c,44,-1,-4,0,4,2:[1:0],1,1
3,30,15,15.30.a.c,44,-1,-9,2,11,2:[1:2],1,1
3,30,15,15.30.a.c,44,-1,-7,-1,6,2:[1:2],1,1
3,30,15,15.30.a.c,44,-1,-2,-1,1,2:[1:2],1,1
3,30,15,15.30.a.c,44,-1,-5,-2,3,2:[1:2],1,1
5,30,15,15.30.a.c,13,-1,-11,1,12,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.c,13,-1,-2,0,2,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.c,13,-1,-7,0,7,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.c,13,-1,-10,1,11,2:[1:4];7:[1:0],1,1
5,30,15,15.30.a.c,13,-1,-5,1,6,2:[1:4];7:[1:0],1,1
3,30,15,15.30.a.d,8,-1,-2,0,2,2:[1:0],1,1
3,30,15,15.30.a.d,8,-1,-9,1,10,2:[1:0],1,1
3,30,15,15.30.a.d,8,-1,-5,-2,3,2:[1:1],1,1
3,30,15,15.30.a.d,8,-1,-4,-2,2,2:[1:1],1,1
3,30,15,15.30.a.d,8,-1,-2,-2,0,2:[1:1],1,1
3,30,15,15.30.a.d,8,-1,-7,-1,6,2:[1:1],1,1
5,30,15,15.30.a.d,1,1,-11,1,12,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.d,1,1,-2,0,2,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.d,1,1,-7,0,7,2:[1:2];7:[1:2],1,1
5,30,15,15.30.a.d,1,1,-10,-1,9,2:[1:4];7:[1:0],1,1
5,30,15,15.30.a.d,1,1,-5,-1,4,2:[1:4];7:[1:0],1,1
5,30,15,15.30.a.d,1,1,-1,-1,0,2:[1:4];7:[1:0],1,1
3,32,15,15.32.a.a,44,-1,-7,5,12,2:[1:0],1,1
3,32,15,15.32.a.a,44,-1,-9,2,11,2:[1:2],1,1
3,32,15,15.32.a.a,44,-1,-4,1,5,2:[1:2],1,1
3,32,15,15.32.a.a,44,-1,-5,1,6,2:[1:2],1,1
5,32,15,15.32.a.a,44,1,-5,2,7,2:[1:3];7:[1:0],1,1
5,32,15,15.32.a.a,44,1,-10,2,12,2:[1:3];7:[1:0],1,1
5,32,15,15.32.a.a,44,1,-2,3,5,2:[1:4];7:[1:4],1,1
5,32,15,15.32.a.a,44,1,-8,3,11,2:[1:4];7:[1:4],1,1
3,26,15,15.26.a.b,44,-1,-4,2,6,2:[1:0],1,1
3,26,15,15.26.a.b,44,-1,-5,-2,3,2:[1:2],1,1
3,26,15,15.26.a.b,44,-1,-7,0,7,2:[1:2],1,1
3,26,15,15.26.a.b,44,-1,-2,0,2,2:[1:2],1,1
5,26,15,15.26.a.b,13,-1,-4,2,6,2:[1:1];7:[1:0],1,1
5,26,15,15.26.a.b,13,-1,-8,2,10,2:[1:1];7:[1:0],1,1
5,26,15,15.26.a.b,13,-1,-1,1,2,2:[1:3];7:[1:3],1,1
5,26,15,15.26.a.b,13,-1,-7,-1,6,2:[1:3];7:[1:3],1,1
3,26,15,15.26.a.c,1,1,-4,0,4,2:[1:0],1,1
3,26,15,15.26.a.c,1,1,-5,-2,3,2:[1:2],1,1
3,26,15,15.26.a.c,1,1,-7,0,7,2:[1:2],1,1
3,26,15,15.26.a.c,1,1,-2,0,2,2:[1:2],1,1
5,26,15,15.26.a.c,8,-1,-4,1,5,2:[1:2];7:[1:2],1,1
5,26,15,15.26.a.c,8,-1,-1,0,1,2:[1:2];7:[1:2],1,1
5,26,15,15.26.a.c,8,-1,-7,0,7,2:[1:4];7:[1:0],1,1
5,26,15,15.26.a.c,8,-1,-3,2,5,2:[1:4];7:[1:0],1,1
3,26,15,15.26.a.d,8,-1,-2,1,3,2:[1:0],1,1
3,26,15,15.26.a.d,8,-1,-2,-2,0,2:[1:1],1,1
3,26,15,15.26.a.d,8,-1,-7,-1,6,2:[1:1],1,1
3,26,15,15.26.a.d,8,-1,-5,0,5,2:[1:1],1,1
3,26,15,15.26.a.d,8,-1,-4,0,4,2:[1:1],1,1
5,26,15,15.26.a.d,1,1,-1,-1,0,2:[1:1];7:[1:0],1,1
5,26,15,15.26.a.d,1,1,-4,0,4,2:[1:1];7:[1:0],1,1
5,26,15,15.26.a.d,1,1,-8,0,8,2:[1:1];7:[1:0],1,1
5,26,15,15.26.a.d,1,1,-1,1,2,2:[1:3];7:[1:3],1,1
5,26,15,15.26.a.d,1,1,-7,-1,6,2:[1:3];7:[1:3],1,1
3,28,15,15.28.a.b,44,-1,-5,2,7,2:[1:0],1,1
3,28,15,15.28.a.b,44,-1,-7,3,10,2:[1:2],1,1
3,28,15,15.28.a.b,44,-1,-2,2,4,2:[1:2],1,1
3,28,15,15.28.a.b,44,-1,-6,0,6,2:[1:2],1,1
5,28,15,15.28.a.b,44,1,-6,2,8,2:[1:1];7:[1:1],1,1
5,28,15,15.28.a.b,44,1,-3,3,6,2:[1:1];7:[1:1],1,1
5,28,15,15.28.a.b,44,1,-4,2,6,2:[1:2];7:[1:0],1,1
5,28,15,15.28.a.b,44,1,-10,1,11,2:[1:2];7:[1:0],1,1
3,28,15,15.28.a.a,13,1,-7,7,14,2:[1:0],1,1
3,28,15,15.28.a.a,13,1,-5,-1,4,2:[1:1],1,1
3,28,15,15.28.a.a,13,1,2,6,4,2:[1:1],1,1
3,28,15,15.28.a.a,13,1,-6,2,8,2:[1:1],1,1
5,28,15,15.28.a.a,13,-1,-2,0,2,2:[1:3];7:[1:0],1,1
5,28,15,15.28.a.a,13,-1,-7,-1,6,2:[1:3];7:[1:0],1,1
5,28,15,15.28.a.a,13,-1,-8,1,9,2:[1:4];7:[1:4],1,1
5,28,15,15.28.a.a,13,-1,-5,1,6,2:[1:4];7:[1:4],1,1
3,28,15,15.28.a.d,1,1,-5,-2,3,2:[1:0],1,1
3,28,15,15.28.a.d,1,1,-7,-1,6,2:[1:2],1,1
3,28,15,15.28.a.d,1,1,-2,-2,0,2:[1:2],1,1
3,28,15,15.28.a.d,1,1,-1,1,2,2:[1:2],1,1
3,28,15,15.28.a.d,1,1,-6,-2,4,2:[1:2],1,1
5,28,15,15.28.a.d,1,1,-2,0,2,2:[1:3];7:[1:0],1,1
5,28,15,15.28.a.d,1,1,-7,-1,6,2:[1:3];7:[1:0],1,1
5,28,15,15.28.a.d,1,1,-1,-1,0,2:[1:4];7:[1:4],1,1
5,28,15,15.28.a.d,1,1,-8,-1,7,2:[1:4];7:[1:4],1,1
5,28,15,15.28.a.d,1,1,-5,-1,4,2:[1:4];7:[1:4],1,1
3,32,15,15.32.a.b,13,1,-5,6,11,2:[1:0],1,1
3,32,15,15.32.a.b,13,1,-4,2,6,2:[1:1],1,1
3,32,15,15.32.a.b,13,1,-7,1,8,2:[1:1],1,1
3,32,15,15.32.a.b,13,1,-9,2,11,2:[1:1],1,1
3,32,15,15.32.a.b,13,1,-2,1,3,2:[1:1],1,1
5,32,15,15.32.a.b,13,-1,-4,2,6,2:[1:1];7:[1:1],1,1
5,32,15,15.32.a.b,13,-1,-10,2,12,2:[1:1];7:[1:1],1,1
5,32,15,15.32.a.b,13,-1,-6,1,7,2:[1:2];7:[1:0],1,1
5,32,15,15.32.a.b,13,-1,-2,1,3,2:[1:2];7:[1:0],1,1
5,32,15,15.32.a.b,13,-1,-11,-1,10,2:[1:2];7:[1:0],1,1
3,28,15,15.28.a.c,8,-1,-7,1,8,2:[1:0],1,1
3,28,15,15.28.a.c,8,-1,-2,0,2,2:[1:0],1,1
3,28,15,15.28.a.c,8,-1,-5,-1,4,2:[1:1],1,1
3,28,15,15.28.a.c,8,-1,-2,6,8,2:[1:1],1,1
3,28,15,15.28.a.c,8,-1,9999,9999,18,2:[1:1],1,1
5,28,15,15.28.a.c,8,-1,-6,2,8,2:[1:1];7:[1:1],1,1
5,28,15,15.28.a.c,8,-1,-3,3,6,2:[1:1];7:[1:1],1,1
5,28,15,15.28.a.c,8,-1,-4,0,4,2:[1:2];7:[1:0],1,1
5,28,15,15.28.a.c,8,-1,-10,-1,9,2:[1:2];7:[1:0],1,1
5,28,15,15.28.a.c,8,-1,-1,-1,0,2:[1:2];7:[1:0],1,1
3,32,15,15.32.a.c,8,-1,-5,2,7,2:[1:0],1,1
3,32,15,15.32.a.c,8,-1,-4,4,8,2:[1:1],1,1
3,32,15,15.32.a.c,8,-1,-2,1,3,2:[1:1],1,1
3,32,15,15.32.a.c,8,-1,-7,1,8,2:[1:1],1,1
3,32,15,15.32.a.c,8,-1,-9,4,13,2:[1:1],1,1
5,32,15,15.32.a.c,8,-1,-5,0,5,2:[1:3];7:[1:0],1,1
5,32,15,15.32.a.c,8,-1,-1,-1,0,2:[1:3];7:[1:0],1,1
5,32,15,15.32.a.c,8,-1,-10,0,10,2:[1:3];7:[1:0],1,1
5,32,15,15.32.a.c,8,-1,-2,3,5,2:[1:4];7:[1:4],1,1
5,32,15,15.32.a.c,8,-1,-8,3,11,2:[1:4];7:[1:4],1,1
3,32,15,15.32.a.d,1,1,-7,-1,6,2:[1:0],1,1
3,32,15,15.32.a.d,1,1,-2,-1,1,2:[1:0],1,1
3,32,15,15.32.a.d,1,1,-2,-2,0,2:[1:2],1,1
3,32,15,15.32.a.d,1,1,-9,-2,7,2:[1:2],1,1
3,32,15,15.32.a.d,1,1,-4,-1,3,2:[1:2],1,1
3,32,15,15.32.a.d,1,1,-5,-1,4,2:[1:2],1,1
5,32,15,15.32.a.d,1,1,-1,0,1,2:[1:1];7:[1:1],1,1
5,32,15,15.32.a.d,1,1,-4,0,4,2:[1:1];7:[1:1],1,1
5,32,15,15.32.a.d,1,1,-10,0,10,2:[1:1];7:[1:1],1,1
5,32,15,15.32.a.d,1,1,-6,1,7,2:[1:2];7:[1:0],1,1
