p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
5,144,10,10.144.a.b,-39,1,-41,1,42,3:[1:3];7:[1:4],1,1
5,144,10,10.144.a.b,-39,1,-24,1,25,3:[1:3];7:[1:4],1,1
5,144,10,10.144.a.b,-39,1,-19,2,21,3:[1:3];7:[1:4],1,1
5,144,10,10.144.a.b,-39,1,-31,2,33,3:[1:3];7:[1:4],1,1
5,144,10,10.144.a.b,-39,1,-11,2,13,3:[1:3];7:[1:4],1,1
2,154,10,10.154.a.d,1,1,-12,0,12,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.d,1,1,-15,-1,14,3:[1:0];7:[1:0],1,2
2,154,10,10.154.a.d,1,1,-29,-3,26,3:[1:0];7:[1:0],1,2
2,154,10,10.154.a.d,1,1,-31,-3,28,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.d,1,1,-13,-1,12,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.d,1,1,-11/2,-3/2,4,3:[1:0];7:[1:0],2,1
2,154,10,10.154.a.d,1,1,-49/2,-7/2,21,3:[1:0];7:[1:0],2,1
2,154,10,10.154.a.d,1,1,-39/2,-3/2,18,3:[1:0];7:[1:0],2,1
5,154,10,10.154.a.d,13,-1,-50,2,52,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-35,2,37,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-13,2,15,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-9,2,11,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-29,2,31,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-26,2,28,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-39,2,41,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-6,2,8,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-47,2,49,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-16,2,18,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-22,0,22,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-2,-1,1,3:[1:1];7:[1:2],1,1
5,154,10,10.154.a.d,13,-1,-43,0,43,3:[1:1];7:[1:2],1,1
2,158,10,10.158.a.a,17,1,-7,7,14,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-18,7,25,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-26,5,31,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-30,7,37,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-14,9,23,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-21,11,32,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-25,6,31,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-19,8,27,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-6,8,14,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-16,9,25,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-28,7,35,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.a,17,1,-11,10,21,3:[1:0];7:[1:0],1,1
5,158,10,10.158.a.a,21,1,-43,4,47,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-22,4,26,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-26,4,30,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-17,3,20,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-47,3,50,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-6,4,10,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-38,4,42,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-9,4,13,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-13,4,17,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-35,4,39,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-50,1,51,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.a,21,1,-29,4,33,3:[1:4];7:[1:3],1,1
2,156,10,10.156.a.c,-39,1,-9,8,17,3:[1:0];7:[1:0],1,1
2,156,10,10.156.a.c,-39,1,-8,7,15,3:[1:0];7:[1:0],1,1
2,156,10,10.156.a.c,-39,1,-35/2,15/2,25,3:[1:0];7:[1:0],2,1
2,156,10,10.156.a.c,-39,1,-53/2,11/2,32,3:[1:0];7:[1:0],2,1
2,156,10,10.156.a.c,-39,1,-21,11,32,3:[1:0];7:[1:0],1,1
2,156,10,10.156.a.c,-39,1,-14,9,23,3:[1:0];7:[1:0],1,2
2,156,10,10.156.a.c,-39,1,-30,7,37,3:[1:0];7:[1:0],1,2
2,156,10,10.156.a.c,-39,1,-5,6,11,3:[1:0];7:[1:0],1,1
2,156,10,10.156.a.c,-39,1,-21,9,30,3:[1:0];7:[1:0],1,1
5,156,10,10.156.a.c,-3,-1,-5,1,6,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-18,0,18,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-40,1,41,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-46,1,47,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-25,1,26,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-52,-2,50,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-31,0,31,3:[1:3];7:[1:4],1,2
5,156,10,10.156.a.c,-3,-1,-52,-2,50,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-11,0,11,3:[1:3];7:[1:4],2,1
5,156,10,10.156.a.c,-3,-1,-22,2,24,3:[1:3];7:[1:4],1,1
5,156,10,10.156.a.c,-3,-1,-43,2,45,3:[1:3];7:[1:4],1,1
2,148,10,10.148.a.a,-3,-1,-21,8,29,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-30,4,34,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-14,6,20,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-10,6,16,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-27,3,30,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-17,5,22,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-6,0,6,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-25,-2,23,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-19,0,19,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-11,1,12,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-28,-2,26,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.a,-3,-1,-16,0,16,3:[1:0];7:[1:0],1,1
5,148,10,10.148.a.a,-39,1,-31,2,33,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-11,2,13,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-45,0,45,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-19,1,20,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-24,0,24,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-41,0,41,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-4,0,4,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-7,0,7,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-15,0,15,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-38,-1,37,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-48,-1,47,3:[1:2];7:[1:1],1,1
5,148,10,10.148.a.a,-39,1,-27,-1,26,3:[1:2];7:[1:1],1,1
2,144,10,10.144.a.d,-7,1,-21,2,23,3:[1:0];7:[1:0],2,1
2,144,10,10.144.a.d,-7,1,-5,0,5,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-29,-2,27,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-15,0,15,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-12,1,13,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-30,-3,27,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-14,-1,13,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-21,1,22,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-5,-2,3,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-10,4,14,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-27,1,28,3:[1:0];7:[1:0],1,1
2,144,10,10.144.a.d,-7,1,-17,3,20,3:[1:0];7:[1:0],1,1
5,144,10,10.144.a.d,-11,1,-17,0,17,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-6,-1,5,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-26,-1,25,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-47,-1,46,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-37,-1,36,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-43,-1,42,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-22,-1,21,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-2,-1,1,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-50,0,50,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-9,0,9,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-34,-1,33,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-29,-1,28,3:[1:2];7:[1:1],1,1
5,144,10,10.144.a.d,-11,1,-13,0,13,3:[1:2];7:[1:1],1,1
2,154,10,10.154.a.c,13,-1,-6,2,8,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-25,0,25,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-19,2,21,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-11,4,15,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-28,1,29,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-16,3,19,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-21,4,25,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-5,1,6,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-30,2,32,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-14,4,18,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-17,5,22,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-27,3,30,3:[1:0];7:[1:0],1,1
2,154,10,10.154.a.c,13,-1,-10,6,16,3:[1:0];7:[1:0],1,1
5,154,10,10.154.a.c,1,1,-19,0,19,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-4,1,5,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-24,0,24,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-45,0,45,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-41,0,41,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-52,-2,50,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-31,0,31,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-11,0,11,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-15,2,17,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-27,1,28,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-38,1,39,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-7,2,9,3:[1:4];7:[1:3],1,1
5,154,10,10.154.a.c,1,1,-48,1,49,3:[1:4];7:[1:3],1,1
2,150,10,10.150.a.b,21,-1,-8,0,8,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.b,21,-1,-9,1,10,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.b,21,-1,-35/2,1/2,18,3:[1:0];7:[1:0],2,1
2,150,10,10.150.a.b,21,-1,-53/2,-3/2,25,3:[1:0];7:[1:0],2,1
2,150,10,10.150.a.b,21,-1,-21,2,23,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.b,21,-1,-5,-1,4,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.b,21,-1,-30,0,30,3:[1:0];7:[1:0],1,2
2,150,10,10.150.a.b,21,-1,-14,2,16,3:[1:0];7:[1:0],1,2
2,150,10,10.150.a.b,21,-1,-21,4,25,3:[1:0];7:[1:0],1,1
5,150,10,10.150.a.b,17,-1,-31,0,31,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-52,1,53,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-11,0,11,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-21,-1,20,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-42,-1,41,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-44,-1,43,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-23,-1,22,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-3,-1,2,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-8,-1,7,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-35,-1,34,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-28,-1,27,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-14,-1,13,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.b,17,-1,-49,-1,48,3:[1:1];7:[1:2],1,1
2,158,10,10.158.a.d,1,1,-18,-1,17,3:[1:0];7:[1:0],2,1
2,158,10,10.158.a.d,1,1,-26,-3,23,3:[1:0];7:[1:0],2,1
2,158,10,10.158.a.d,1,1,-7,-1,6,3:[1:0];7:[1:0],2,1
2,158,10,10.158.a.d,1,1,-22,-3,19,3:[1:0];7:[1:0],1,2
2,158,10,10.158.a.d,1,1,-5,-3,2,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.d,1,1,-30,-3,27,3:[1:0];7:[1:0],2,1
2,158,10,10.158.a.d,1,1,-14,-1,13,3:[1:0];7:[1:0],2,1
5,158,10,10.158.a.d,13,-1,-43,0,43,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-2,-1,1,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-22,0,22,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-26,2,28,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-17,1,18,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-47,1,48,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-6,2,8,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-38,2,40,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-9,2,11,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-13,2,15,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-35,2,37,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-50,-1,49,3:[1:4];7:[1:3],1,1
5,158,10,10.158.a.d,13,-1,-29,2,31,3:[1:4];7:[1:3],1,1
2,148,10,10.148.a.d,-7,1,-21,0,21,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-5,-3,2,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-30,-2,28,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-14,0,14,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-10,2,12,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-27,-1,26,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-17,1,18,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-6,0,6,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-25,-2,23,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-19,0,19,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-11,1,12,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-28,-2,26,3:[1:0];7:[1:0],1,1
2,148,10,10.148.a.d,-7,1,-16,0,16,3:[1:0];7:[1:0],1,1
5,148,10,10.148.a.d,-11,1,-22,-1,21,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-43,-1,42,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-2,-1,1,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-39,-1,38,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-47,-1,46,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-26,-1,25,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-6,-1,5,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-16,-1,15,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-34,-1,33,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-9,-1,8,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-50,-1,49,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-13,-1,12,3:[1:3];7:[1:4],1,1
5,148,10,10.148.a.d,-11,1,-29,-1,28,3:[1:3];7:[1:4],1,1
2,150,10,10.150.a.c,13,-1,-10,3,13,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-17,2,19,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-27,0,27,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-14,1,15,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-30,-1,29,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-5,-2,3,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-21,1,22,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-21,7,28,3:[1:0];7:[1:0],2,1
2,150,10,10.150.a.c,13,-1,-5,5,10,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-12,6,18,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-29,3,32,3:[1:0];7:[1:0],1,1
2,150,10,10.150.a.c,13,-1,-15,5,20,3:[1:0];7:[1:0],1,1
5,150,10,10.150.a.c,1,1,-31,0,31,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-52,1,53,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-11,0,11,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-21,-1,20,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-42,-1,41,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-44,-1,43,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-23,-1,22,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-3,-1,2,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-8,-1,7,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-35,-1,34,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-28,-1,27,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-14,-1,13,3:[1:1];7:[1:2],1,1
5,150,10,10.150.a.c,1,1,-49,-1,48,3:[1:1];7:[1:2],1,1
2,158,10,10.158.a.c,13,-1,-7,1,8,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-18,1,19,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-26,-1,25,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-30,-1,29,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-14,1,15,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-21,1,22,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-5,-2,3,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-25,2,27,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-19,4,23,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-6,4,10,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-16,5,21,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-28,3,31,3:[1:0];7:[1:0],1,1
2,158,10,10.158.a.c,13,-1,-11,6,17,3:[1:0];7:[1:0],1,1
5,158,10,10.158.a.c,1,1,-37,1,38,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-27,1,28,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-16,0,16,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-48,1,49,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-7,1,8,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-11,0,11,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-31,0,31,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-52,-2,50,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-41,0,41,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-45,0,45,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-24,0,24,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-4,-1,3,3:[1:1];7:[1:2],1,1
5,158,10,10.158.a.c,1,1,-19,-1,18,3:[1:1];7:[1:2],1,1
2,160,10,10.160.a.c,-39,1,-12,8,20,3:[1:0];7:[1:0],1,1
2,160,10,10.160.a.c,-39,1,-29,5,34,3:[1:0];7:[1:0],1,2
2,160,10,10.160.a.c,-39,1,-15,7,22,3:[1:0];7:[1:0],1,2
2,160,10,10.160.a.c,-39,1,-13,7,20,3:[1:0];7:[1:0],1,1
2,160,10,10.160.a.c,-39,1,-31,5,36,3:[1:0];7:[1:0],1,1
2,160,10,10.160.a.c,-39,1,-11/2,13/2,12,3:[1:0];7:[1:0],2,1
2,160,10,10.160.a.c,-39,1,-39/2,13/2,26,3:[1:0];7:[1:0],2,1
2,160,10,10.160.a.c,-39,1,-49/2,9/2,29,3:[1:0];7:[1:0],2,1
5,160,10,10.160.a.c,-3,-1,-12,1,13,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-52,-1,51,3:[1:2];7:[1:1],2,1
5,160,10,10.160.a.c,-3,-1,-10,1,11,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-34,1,35,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-30,1,31,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-5,-1,4,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-25,0,25,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-46,0,46,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-40,0,40,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-18,-1,17,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-43,0,43,3:[1:2];7:[1:1],1,1
5,160,10,10.160.a.c,-3,-1,-21,-1,20,3:[1:2];7:[1:1],1,1
2,152,10,10.152.a.b,-3,-1,-6,2,8,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-25,0,25,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-19,2,21,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-16,3,19,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-28,1,29,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-11,4,15,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-26,-3,23,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-18,-1,17,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-7,-1,6,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-21,5,26,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-14,3,17,3:[1:0];7:[1:0],1,1
2,152,10,10.152.a.b,-3,-1,-30,1,31,3:[1:0];7:[1:0],1,1
5,152,10,10.152.a.b,-39,1,-31,2,33,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-11,2,13,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-8,2,10,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-28,2,30,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-49,2,51,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-36,2,38,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-14,2,16,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-3,2,5,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-42,2,44,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-23,2,25,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-21,2,23,3:[1:3];7:[1:4],1,1
5,152,10,10.152.a.b,-39,1,-44,2,46,3:[1:3];7:[1:4],1,1
2,162,10,10.162.a.a,17,1,-3,10,13,3:[1:0];7:[1:0],1,1
2,162,10,10.162.a.a,17,1,-24,6,30,3:[1:0];7:[1:0],1,1
2,162,10,10.162.a.a,17,1,-20,8,28,3:[1:0];7:[1:0],1,1
2,162,10,10.162.a.a,17,1,-30,7,37,3:[1:0];7:[1:0],1,2
2,162,10,10.162.a.a,17,1,-14,9,23,3:[1:0];7:[1:0],1,2
2,162,10,10.162.a.a,17,1,-30,12,42,3:[1:0];7:[1:0],1,1
