p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
7,22,21,21.22.a.c,13,-1,-4,-1,3,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,22,21,21.22.a.c,13,-1,-6,1,7,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
7,22,21,21.22.a.c,13,-1,-1,0,1,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
3,6,21,21.6.a.c,1,1,9999,9999,0,2:[1:1];5:[1:2],1,1
7,6,21,21.6.a.c,5,-1,0,1,1,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
3,6,21,21.6.a.a,5,-1,-1,1,2,2:[1:0];5:[1:0],1,1
7,6,21,21.6.a.a,1,1,1,2,1,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,6,21,21.6.a.d,1,1,0,1,1,2:[1:2];5:[1:1],1,1
7,6,21,21.6.a.d,5,-1,0,0,0,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
3,22,21,21.22.a.d,1,1,-3,0,3,2:[1:1];5:[1:2],1,1
3,22,21,21.22.a.d,1,1,-6,-1,5,2:[1:1];5:[1:2],1,1
3,22,21,21.22.a.d,1,1,-2,-2,0,2:[1:1];5:[1:2],1,1
3,22,21,21.22.a.d,1,1,-3,-1,2,2:[1:2];5:[1:1],1,1
3,22,21,21.22.a.d,1,1,-6,-1,5,2:[1:2];5:[1:1],1,1
3,22,21,21.22.a.d,1,1,-4,4,8,2:[1:2];5:[1:1],1,1
7,22,21,21.22.a.d,5,-1,-6,1,7,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,22,21,21.22.a.d,5,-1,-1,0,1,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,22,21,21.22.a.d,5,-1,-1,-1,0,2:[1:2];5:[1:4];11:[1:5];13:[1:2],1,1
7,22,21,21.22.a.d,5,-1,-6,0,6,2:[1:2];5:[1:4];11:[1:5];13:[1:2],1,1
7,22,21,21.22.a.d,5,-1,-4,1,5,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
7,22,21,21.22.a.d,5,-1,-2,1,3,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
3,8,21,21.8.a.a,13,1,9999,9999,3,2:[1:1];5:[1:2],1,1
7,8,21,21.8.a.a,13,-1,-2,0,2,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,8,21,21.8.a.b,8,-1,-2,1,3,2:[1:0];5:[1:0],2,1
7,8,21,21.8.a.b,8,1,-2,1,3,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,8,21,21.8.a.b,8,1,0,1,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,8,21,21.8.a.c,5,-1,-1,2,3,2:[1:1];5:[1:2],1,1
3,8,21,21.8.a.c,5,-1,-1,-1,0,2:[1:2];5:[1:1],1,1
7,8,21,21.8.a.c,5,-1,-2,1,3,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,8,21,21.8.a.c,5,-1,0,1,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,8,21,21.8.a.d,1,1,0,1,1,2:[1:0];5:[1:0],1,1
3,8,21,21.8.a.d,1,1,-2,0,2,2:[1:0];5:[1:0],2,1
7,8,21,21.8.a.d,1,1,0,0,0,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,8,21,21.8.a.d,1,1,1,1,0,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,8,21,21.8.a.d,1,1,-2,0,2,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,10,21,21.10.a.a,13,1,-1,0,1,2:[1:0];5:[1:0],1,1
7,10,21,21.10.a.a,8,1,-3,1,4,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
3,10,21,21.10.a.b,8,-1,-2,2,4,2:[1:1];5:[1:2],1,1
3,10,21,21.10.a.b,8,-1,-2,-1,1,2:[1:2];5:[1:1],1,1
7,10,21,21.10.a.b,13,-1,-3,0,3,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,10,21,21.10.a.b,13,-1,0,1,1,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
3,10,21,21.10.a.c,5,-1,-1,0,1,2:[1:0];5:[1:0],2,1
7,10,21,21.10.a.c,1,1,-3,0,3,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,10,21,21.10.a.c,1,1,1,2,1,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,1
3,10,21,21.10.a.d,1,1,-2,0,2,2:[1:1];5:[1:2],1,1
3,10,21,21.10.a.d,1,1,-1,-1,0,2:[1:1];5:[1:2],1,1
3,10,21,21.10.a.d,1,1,-2,-1,1,2:[1:2];5:[1:1],1,1
7,10,21,21.10.a.d,5,-1,0,1,1,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,10,21,21.10.a.d,5,-1,0,0,0,2:[1:2];5:[1:4];11:[1:5];13:[1:2],1,1
7,10,21,21.10.a.d,5,-1,-3,1,4,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
3,24,21,21.24.a.a,13,1,-2,0,2,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.a,13,1,-7,0,7,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.a,13,1,-4,5,9,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.a,13,1,-5,1,6,2:[1:2];5:[1:1],1,1
3,24,21,21.24.a.a,13,1,-4,1,5,2:[1:2];5:[1:1],1,1
7,24,21,21.24.a.a,13,-1,-6,2,8,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.a,13,-1,-6,2,8,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,24,21,21.24.a.a,13,-1,-9,0,9,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,24,21,21.24.a.a,13,-1,-4,-1,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,24,21,21.24.a.a,13,-1,-3,-1,2,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,12,21,21.12.a.b,13,1,1,3,2,2:[1:1];5:[1:2],1,1
7,12,21,21.12.a.b,13,-1,-3,0,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,12,21,21.12.a.a,13,1,-4,1,5,2:[1:2];5:[1:1],1,1
7,12,21,21.12.a.a,13,-1,-3,0,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,12,21,21.12.a.d,8,-1,-4,1,5,2:[1:0];5:[1:0],1,1
3,12,21,21.12.a.d,8,-1,-2,0,2,2:[1:0];5:[1:0],2,1
7,12,21,21.12.a.d,8,1,-3,2,5,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,12,21,21.12.a.d,8,1,-3,1,4,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,12,21,21.12.a.d,8,1,0,1,1,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,12,21,21.12.a.c,5,-1,-1,1,2,2:[1:1];5:[1:2],1,1
3,12,21,21.12.a.c,5,-1,-4,-1,3,2:[1:2];5:[1:1],1,1
3,12,21,21.12.a.c,5,-1,-1,-1,0,2:[1:2];5:[1:1],1,1
7,12,21,21.12.a.c,5,-1,-3,2,5,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,12,21,21.12.a.c,5,-1,-3,1,4,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,12,21,21.12.a.c,5,-1,1,2,1,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,26,21,21.26.a.a,13,1,-4,1,5,2:[1:0];5:[1:0],1,1
3,26,21,21.26.a.a,13,1,-6,2,8,2:[1:0];5:[1:0],2,1
3,26,21,21.26.a.a,13,1,-3/2,7/2,5,2:[1:0];5:[1:0],2,1
7,26,21,21.26.a.a,8,1,-6,2,8,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,26,21,21.26.a.a,8,1,-7,7,14,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,26,21,21.26.a.a,8,1,-9,1,10,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,26,21,21.26.a.a,8,1,-3,1,4,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
7,26,21,21.26.a.a,8,1,-3,1,4,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,12,21,21.12.a.e,1,1,-4,1,5,2:[1:0];5:[1:0],1,1
3,12,21,21.12.a.e,1,1,0,0,0,2:[1:0];5:[1:0],1,1
3,12,21,21.12.a.e,1,1,-2,-1,1,2:[1:0];5:[1:0],2,1
7,12,21,21.12.a.e,1,1,0,0,0,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,12,21,21.12.a.e,1,1,0,0,0,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,12,21,21.12.a.e,1,1,-3,0,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,12,21,21.12.a.e,1,1,-3,0,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,14,21,21.14.a.a,13,1,-3,3,6,2:[1:0];5:[1:0],2,1
7,14,21,21.14.a.a,8,1,-3,1,4,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,2
3,14,21,21.14.a.c,5,-1,-1,2,3,2:[1:0];5:[1:0],1,1
3,14,21,21.14.a.c,5,-1,-3,2,5,2:[1:0];5:[1:0],2,1
7,14,21,21.14.a.c,1,1,-3,0,3,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,14,21,21.14.a.c,1,1,-3,1,4,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,14,21,21.14.a.c,1,1,-1,0,1,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,24,21,21.24.a.b,8,-1,-5,1,6,2:[1:0];5:[1:0],1,1
3,24,21,21.24.a.b,8,-1,-7,3,10,2:[1:0];5:[1:0],1,1
3,24,21,21.24.a.b,8,-1,-6,0,6,2:[1:0];5:[1:0],2,1
3,24,21,21.24.a.b,8,-1,-3,0,3,2:[1:0];5:[1:0],2,1
7,24,21,21.24.a.b,8,1,-4,0,4,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.b,8,1,-9,1,10,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.b,8,1,-3,1,4,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,24,21,21.24.a.b,8,1,-6,1,7,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,24,21,21.24.a.b,8,1,-1,0,1,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,14,21,21.14.a.b,8,-1,-4,2,6,2:[1:1];5:[1:2],1,1
3,14,21,21.14.a.b,8,-1,-1,1,2,2:[1:2];5:[1:1],1,1
3,14,21,21.14.a.b,8,-1,-4,-1,3,2:[1:2];5:[1:1],1,1
7,14,21,21.14.a.b,13,-1,-3,0,3,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,14,21,21.14.a.b,13,-1,-3,1,4,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,14,21,21.14.a.b,13,-1,-1,0,1,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,14,21,21.14.a.d,1,1,0,0,0,2:[1:1];5:[1:2],1,1
3,14,21,21.14.a.d,1,1,-4,0,4,2:[1:1];5:[1:2],1,1
3,14,21,21.14.a.d,1,1,0,2,2,2:[1:2];5:[1:1],1,1
3,14,21,21.14.a.d,1,1,-4,-1,3,2:[1:2];5:[1:1],1,1
7,14,21,21.14.a.d,5,-1,1,1,0,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,14,21,21.14.a.d,5,-1,-1,1,2,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,14,21,21.14.a.d,5,-1,-3,1,4,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,2
3,16,21,21.16.a.a,13,1,-3,4,7,2:[1:1];5:[1:2],1,1
3,16,21,21.16.a.a,13,1,-4,0,4,2:[1:1];5:[1:2],1,1
3,16,21,21.16.a.a,13,1,-3,1,4,2:[1:2];5:[1:1],1,1
7,16,21,21.16.a.a,13,-1,-6,2,8,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,16,21,21.16.a.a,13,-1,-3,1,4,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
3,24,21,21.24.a.c,5,-1,-7,0,7,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.c,5,-1,-2,0,2,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.c,5,-1,-4,3,7,2:[1:1];5:[1:2],1,1
3,24,21,21.24.a.c,5,-1,-5,-1,4,2:[1:2];5:[1:1],1,1
3,24,21,21.24.a.c,5,-1,-4,-1,3,2:[1:2];5:[1:1],1,1
3,24,21,21.24.a.c,5,-1,-2,-2,0,2:[1:2];5:[1:1],1,1
7,24,21,21.24.a.c,5,-1,-4,0,4,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.c,5,-1,-9,1,10,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.c,5,-1,-3,1,4,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,24,21,21.24.a.c,5,-1,-6,1,7,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,2
7,24,21,21.24.a.c,5,-1,-1,0,1,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,16,21,21.16.a.b,5,-1,-3,2,5,2:[1:1];5:[1:2],1,1
3,16,21,21.16.a.b,5,-1,-4,0,4,2:[1:1];5:[1:2],1,1
3,16,21,21.16.a.b,5,-1,-3,-1,2,2:[1:2];5:[1:1],1,1
3,16,21,21.16.a.b,5,-1,1,1,0,2:[1:2];5:[1:1],1,1
7,16,21,21.16.a.b,5,-1,-3,2,5,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,16,21,21.16.a.b,5,-1,-3,2,5,2:[1:2];5:[1:4];11:[1:5];13:[1:2],1,1
7,16,21,21.16.a.b,5,-1,-6,0,6,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
7,16,21,21.16.a.b,5,-1,-1,1,2,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
3,24,21,21.24.a.d,1,1,-5,1,6,2:[1:0];5:[1:0],1,1
3,24,21,21.24.a.d,1,1,-2,-2,0,2:[1:0];5:[1:0],1,1
3,24,21,21.24.a.d,1,1,-7,-1,6,2:[1:0];5:[1:0],1,1
3,24,21,21.24.a.d,1,1,-6,-1,5,2:[1:0];5:[1:0],2,1
3,24,21,21.24.a.d,1,1,-3,-1,2,2:[1:0];5:[1:0],2,1
7,24,21,21.24.a.d,1,1,-6,0,6,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.d,1,1,-1,-1,0,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,24,21,21.24.a.d,1,1,-1,-1,0,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,24,21,21.24.a.d,1,1,-6,0,6,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,24,21,21.24.a.d,1,1,-9,0,9,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,24,21,21.24.a.d,1,1,-4,-1,3,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,24,21,21.24.a.d,1,1,-3,-1,2,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,16,21,21.16.a.c,8,-1,-4,1,5,2:[1:0];5:[1:0],1,1
3,16,21,21.16.a.c,8,-1,4,5,1,2:[1:0];5:[1:0],1,1
3,16,21,21.16.a.c,8,-1,-4,0,4,2:[1:0];5:[1:0],2,1
7,16,21,21.16.a.c,8,1,-3,2,5,2:[1:1];5:[1:2];11:[1:1];13:[1:0],1,1
7,16,21,21.16.a.c,8,1,-3,2,5,2:[1:2];5:[1:4];11:[1:5];13:[1:2],1,1
7,16,21,21.16.a.c,8,1,-6,0,6,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
7,16,21,21.16.a.c,8,1,-1,1,2,2:[1:3];5:[1:4];11:[1:1];13:[1:6],1,1
3,18,21,21.18.a.a,13,1,-4,0,4,2:[1:0];5:[1:0],1,1
3,18,21,21.18.a.a,13,1,-3,1,4,2:[1:0];5:[1:0],2,1
7,18,21,21.18.a.a,8,1,-6,2,8,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,18,21,21.18.a.a,8,1,-3,2,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,18,21,21.18.a.a,8,1,-3,2,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,16,21,21.16.a.d,1,1,-4,-1,3,2:[1:0];5:[1:0],1,1
3,16,21,21.16.a.d,1,1,-4,-1,3,2:[1:0];5:[1:0],2,1
3,16,21,21.16.a.d,1,1,0,0,0,2:[1:0];5:[1:0],2,1
7,16,21,21.16.a.d,1,1,-6,0,6,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,16,21,21.16.a.d,1,1,0,1,1,2:[1:1];5:[1:5];11:[1:1];13:[1:0],1,1
7,16,21,21.16.a.d,1,1,-1,-1,0,2:[1:2];5:[1:3];11:[1:5];13:[1:5],1,1
7,16,21,21.16.a.d,1,1,-3,1,4,2:[1:3];5:[1:3];11:[1:1];13:[1:1],1,2
3,18,21,21.18.a.c,5,-1,-2,1,3,2:[1:0];5:[1:0],1,1
3,18,21,21.18.a.c,5,-1,-4,0,4,2:[1:0];5:[1:0],1,1
3,18,21,21.18.a.c,5,-1,-3,0,3,2:[1:0];5:[1:0],2,1
7,18,21,21.18.a.c,1,1,-3,2,5,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,18,21,21.18.a.c,1,1,-3,1,4,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,18,21,21.18.a.c,1,1,-1,0,1,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,18,21,21.18.a.c,1,1,-6,0,6,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,18,21,21.18.a.b,8,-1,-4,1,5,2:[1:1];5:[1:2],2,1
3,18,21,21.18.a.b,8,-1,-2,-1,1,2:[1:2];5:[1:1],1,1
3,18,21,21.18.a.b,8,-1,-4,-1,3,2:[1:2];5:[1:1],1,1
7,18,21,21.18.a.b,13,-1,-3,2,5,2:[1:2];5:[1:3];11:[1:4];13:[1:0],1,1
7,18,21,21.18.a.b,13,-1,-3,1,4,2:[1:4];5:[1:6];11:[1:6];13:[1:5],1,1
7,18,21,21.18.a.b,13,-1,-1,0,1,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
7,18,21,21.18.a.b,13,-1,-6,0,6,2:[1:6];5:[1:6];11:[1:4];13:[1:1],1,1
3,18,21,21.18.a.d,1,1,-4,-1,3,2:[1:1];5:[1:2],2,1
3,18,21,21.18.a.d,1,1,0,0,0,2:[1:1];5:[1:2],1,1
3,18,21,21.18.a.d,1,1,-1,0,1,2:[1:2];5:[1:1],1,1
3,18,21,21.18.a.d,1,1,-4,-1,3,2:[1:2];5:[1:1],1,1
7,18,21,21.18.a.d,5,-1,-1,0,1,2:[1:2];5:[1:4];11:[1:4];13:[1:0],1,1
7,18,21,21.18.a.d,5,-1,-1,-1,0,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,18,21,21.18.a.d,5,-1,-6,0,6,2:[1:4];5:[1:1];11:[1:6];13:[1:2],1,1
7,18,21,21.18.a.d,5,-1,-3,2,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
7,18,21,21.18.a.d,5,-1,-3,2,5,2:[1:6];5:[1:1];11:[1:4];13:[1:6],1,1
3,20,21,21.20.a.a,13,1,-4,5,9,2:[1:1];5:[1:2],1,1
3,20,21,21.20.a.a,13,1,-1,3,4,2:[1:1];5:[1:2],1,1
3,20,21,21.20.a.a,13,1,-4,3,7,2:[1:2];5:[1:1],2,1
7,20,21,21.20.a.a,13,-1,-6,2,8,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,20,21,21.20.a.a,13,-1,-6,2,8,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,20,21,21.20.a.a,13,-1,-3,0,3,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,20,21,21.20.a.a,13,-1,-4,0,4,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,26,21,21.26.a.c,8,-1,-7,3,10,2:[1:1];5:[1:2],1,1
3,26,21,21.26.a.c,8,-1,-4,2,6,2:[1:1];5:[1:2],1,1
3,26,21,21.26.a.c,8,-1,-5,2,7,2:[1:1];5:[1:2],1,1
3,26,21,21.26.a.c,8,-1,-2,0,2,2:[1:2];5:[1:1],1,1
3,26,21,21.26.a.c,8,-1,-7,0,7,2:[1:2];5:[1:1],1,1
3,26,21,21.26.a.c,8,-1,-5,-2,3,2:[1:2];5:[1:1],1,1
7,26,21,21.26.a.c,13,-1,-3,0,3,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,26,21,21.26.a.c,13,-1,-9,0,9,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,26,21,21.26.a.c,13,-1,-3,1,4,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,26,21,21.26.a.c,13,-1,-1,0,1,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,26,21,21.26.a.c,13,-1,-7,1,8,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,26,21,21.26.a.c,13,-1,-6,0,6,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,20,21,21.20.a.c,5,-1,-4,3,7,2:[1:1];5:[1:2],1,1
3,20,21,21.20.a.c,5,-1,-2,2,4,2:[1:1];5:[1:2],1,1
3,20,21,21.20.a.c,5,-1,-4,1,5,2:[1:2];5:[1:1],2,1
3,20,21,21.20.a.c,5,-1,-2,-2,0,2:[1:2];5:[1:1],1,1
7,20,21,21.20.a.c,5,-1,-3,2,5,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,20,21,21.20.a.c,5,-1,-4,1,5,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,20,21,21.20.a.c,5,-1,-6,1,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,2
7,20,21,21.20.a.c,5,-1,-1,0,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,20,21,21.20.a.b,8,-1,-4,4,8,2:[1:0];5:[1:0],1,1
3,20,21,21.20.a.b,8,-1,-6,0,6,2:[1:0];5:[1:0],2,1
3,20,21,21.20.a.b,8,-1,-3,1,4,2:[1:0];5:[1:0],2,1
7,20,21,21.20.a.b,8,1,-3,2,5,2:[1:1];5:[1:2];11:[1:3];13:[1:2],1,1
7,20,21,21.20.a.b,8,1,-4,1,5,2:[1:4];5:[1:1];11:[1:2];13:[1:0],1,1
7,20,21,21.20.a.b,8,1,-6,1,7,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,2
7,20,21,21.20.a.b,8,1,-1,0,1,2:[1:5];5:[1:2];11:[1:2];13:[1:6],1,1
3,26,21,21.26.a.b,5,-1,-2,1,3,2:[1:0];5:[1:0],1,1
3,26,21,21.26.a.b,5,-1,-4,1,5,2:[1:0];5:[1:0],1,1
3,26,21,21.26.a.b,5,-1,-6,1,7,2:[1:0];5:[1:0],2,1
3,26,21,21.26.a.b,5,-1,-2,2,4,2:[1:0];5:[1:0],2,1
7,26,21,21.26.a.b,1,1,-3,0,3,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,26,21,21.26.a.b,1,1,-9,0,9,2:[1:1];5:[1:5];11:[1:3];13:[1:5],1,1
7,26,21,21.26.a.b,1,1,-3,1,4,2:[1:4];5:[1:6];11:[1:2];13:[1:0],1,1
7,26,21,21.26.a.b,1,1,-1,0,1,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,26,21,21.26.a.b,1,1,-7,1,8,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
7,26,21,21.26.a.b,1,1,-6,0,6,2:[1:5];5:[1:5];11:[1:2];13:[1:1],1,1
3,20,21,21.20.a.d,1,1,-4,4,8,2:[1:0];5:[1:0],1,1
3,20,21,21.20.a.d,1,1,0,1,1,2:[1:0];5:[1:0],1,1
