p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
11,33,40,33.40.a.a,-15,1,16,-8,1,2:[1:6];5:[1:7];7:[1:10];13:[1:10];17:[1:7];19:[1:0];23:[1:3];29:[1:7];31:[1:7];37:[1:4];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.a,-5,1,6,-8,1,2:[1:6];5:[1:7];7:[1:10];13:[1:10];17:[1:7];19:[1:0];23:[1:3];29:[1:7];31:[1:7];37:[1:4];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.a,-5,0,5,-8,1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],1,1
11,33,40,33.40.a.a,-5,0,5,-8,1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],1,1
11,33,40,33.40.a.a,-15,0,15,-8,1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],2,1
11,33,40,33.40.a.a,-12,1,13,-8,1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
11,33,40,33.40.a.a,-1,1,2,-8,1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
11,33,40,33.40.a.a,-9,0,9,-8,1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
3,33,40,33.40.a.c,-9,0,9,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.c,-1,0,1,-7,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.c,-1,0,1,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.c,-9,0,9,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.c,-11,-2,9,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.c,-4,0,4,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.c,-9,4,13,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,40,33.40.a.c,-3,7/2,13/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.c,-7,7/2,21/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.c,-10,5/2,25/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.c,-4,1/2,9/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,40,33.40.a.c,-11,-3/2,19/2,-7,-1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
11,33,40,33.40.a.c,-14,3,17,-20,-1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.c,-4,3,7,-20,-1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.c,-6,5,11,-20,-1,2:[1:1];5:[1:8];7:[1:3];13:[1:1];17:[1:3];19:[1:10];23:[1:9];29:[1:7];31:[1:3];37:[1:2];41:[1:3];43:[1:1],1,1
11,33,40,33.40.a.c,-10,1,11,-20,-1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.c,-1,0,1,-20,-1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.c,-10,1,11,-20,-1,2:[1:3];5:[1:5];7:[1:3];13:[1:8];17:[1:1];19:[1:3];23:[1:6];29:[1:7];31:[1:2];37:[1:0];41:[1:2];43:[1:10],1,1
11,33,40,33.40.a.c,-10,0,10,-20,-1,2:[1:5];5:[1:7];7:[1:1];13:[1:1];17:[1:4];19:[1:0];23:[1:3];29:[1:4];31:[1:7];37:[1:4];41:[1:3];43:[1:0],1,1
11,33,40,33.40.a.c,-1,-1,0,-20,-1,2:[1:5];5:[1:7];7:[1:1];13:[1:1];17:[1:4];19:[1:0];23:[1:3];29:[1:4];31:[1:7];37:[1:4];41:[1:3];43:[1:0],1,1
11,33,40,33.40.a.c,-15,1,16,-20,-1,2:[1:6];5:[1:7];7:[1:10];13:[1:10];17:[1:7];19:[1:0];23:[1:3];29:[1:7];31:[1:7];37:[1:4];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.c,-5,1,6,-20,-1,2:[1:6];5:[1:7];7:[1:10];13:[1:10];17:[1:7];19:[1:0];23:[1:3];29:[1:7];31:[1:7];37:[1:4];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.c,-5,0,5,-20,-1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],1,1
11,33,40,33.40.a.c,-5,0,5,-20,-1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],1,1
11,33,40,33.40.a.c,-15,0,15,-20,-1,2:[1:8];5:[1:5];7:[1:8];13:[1:3];17:[1:10];19:[1:8];23:[1:6];29:[1:4];31:[1:2];37:[1:0];41:[1:9];43:[1:1],2,1
11,33,40,33.40.a.c,-12,1,13,-20,-1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
11,33,40,33.40.a.c,-1,1,2,-20,-1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
11,33,40,33.40.a.c,-9,0,9,-20,-1,2:[1:10];5:[1:8];7:[1:8];13:[1:10];17:[1:8];19:[1:1];23:[1:9];29:[1:4];31:[1:3];37:[1:2];41:[1:8];43:[1:10],1,1
3,33,40,33.40.a.d,-4,1,5,-20,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.d,-11,-1,10,-20,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,40,33.40.a.d,-9,1,10,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.d,-11,-2,9,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.d,-4,0,4,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.d,-11,-2,9,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.d,-4,0,4,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,40,33.40.a.d,-3,0,3,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.d,-10,-2,8,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.d,-7,0,7,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.d,-1,-1,0,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,40,33.40.a.d,-9,-1,8,-20,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,40,33.40.a.d,-3,0,3,-7,1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.d,-8,0,8,-7,1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.d,-13,1,14,-7,1,2:[1:2];5:[1:4];7:[1:2];13:[1:0];17:[1:5];19:[1:10];23:[1:4];29:[1:9];31:[1:0];37:[1:5];41:[1:10];43:[1:3],1,1
11,33,40,33.40.a.d,-10,3,13,-7,1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],1,1
11,33,40,33.40.a.d,-1,0,1,-7,1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],2,1
11,33,40,33.40.a.d,-10,1,11,-7,1,2:[1:4];5:[1:1];7:[1:2];13:[1:4];17:[1:8];19:[1:3];23:[1:9];29:[1:2];31:[1:5];37:[1:7];41:[1:3];43:[1:0],2,1
11,33,40,33.40.a.d,-5,0,5,-7,1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.d,-15,0,15,-7,1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],1,1
11,33,40,33.40.a.d,-15,0,15,-7,1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],2,1
11,33,40,33.40.a.d,-5,0,5,-7,1,2:[1:7];5:[1:1];7:[1:9];13:[1:7];17:[1:3];19:[1:8];23:[1:9];29:[1:9];31:[1:5];37:[1:7];41:[1:8];43:[1:0],2,1
11,33,40,33.40.a.d,-13,0,13,-7,1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
11,33,40,33.40.a.d,-8,-1,7,-7,1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
11,33,40,33.40.a.d,-3,-1,2,-7,1,2:[1:9];5:[1:4];7:[1:9];13:[1:0];17:[1:6];19:[1:1];23:[1:4];29:[1:2];31:[1:0];37:[1:5];41:[1:1];43:[1:8],1,1
3,33,42,33.42.a.a,-8,8,16,13,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,42,33.42.a.a,-9,2,11,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-9,2,11,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-8,2,10,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,0,2,2,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-7,2,9,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-10,-1,9,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-3,2,5,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],1,1
3,33,42,33.42.a.a,-4,3/2,11/2,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,42,33.42.a.a,-11,-1/2,21/2,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,42,33.42.a.a,-11,-1/2,21/2,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
3,33,42,33.42.a.a,-6,3/2,15/2,13,1,2:[1:2];5:[1:2];7:[1:2];13:[1:2];17:[1:2];19:[1:0];23:[1:1];29:[1:0];31:[1:2];37:[1:0];41:[1:2];43:[1:0],2,1
11,33,42,33.42.a.a,-15,1,16,5,1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],1,1
11,33,42,33.42.a.a,-5,1,6,5,1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],1,1
11,33,42,33.42.a.a,-5,1,6,5,1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],2,1
11,33,42,33.42.a.a,-15,1,16,5,1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],2,1
11,33,42,33.42.a.a,-13,0,13,5,1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.a,-3,0,3,5,1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.a,-7,0,7,5,1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.a,-3,3,6,5,1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.a,-13,3,16,5,1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.a,-7,3,10,5,1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.a,-10,0,10,5,1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],1,1
11,33,42,33.42.a.a,-1,0,1,5,1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],1,1
11,33,42,33.42.a.a,-11,2,13,5,1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],2,1
3,33,42,33.42.a.c,-11,-2,9,1,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,42,33.42.a.c,-6,0,6,1,1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,42,33.42.a.c,-11,-2,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.c,-6,0,6,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.c,-4,0,4,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,2
3,33,42,33.42.a.c,-11,-2,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,42,33.42.a.c,-3,1,4,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.c,-7,1,8,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.c,-10,-1,9,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.c,-9,-2,7,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,42,33.42.a.c,-8,0,8,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,42,33.42.a.c,-1/2,1/2,1,1,1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
11,33,42,33.42.a.c,-15,1,16,8,-1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],1,1
11,33,42,33.42.a.c,-5,1,6,8,-1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],1,1
11,33,42,33.42.a.c,-5,1,6,8,-1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],2,1
11,33,42,33.42.a.c,-15,1,16,8,-1,2:[1:3];5:[1:5];7:[1:8];13:[1:3];17:[1:7];19:[1:9];23:[1:9];29:[1:8];31:[1:1];37:[1:6];41:[1:9];43:[1:0],2,1
11,33,42,33.42.a.c,-13,0,13,8,-1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.c,-3,0,3,8,-1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.c,-7,0,7,8,-1,2:[1:4];5:[1:9];7:[1:3];13:[1:0];17:[1:8];19:[1:3];23:[1:4];29:[1:8];31:[1:0];37:[1:9];41:[1:3];43:[1:8],1,1
11,33,42,33.42.a.c,-3,1,4,8,-1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.c,-13,1,14,8,-1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.c,-7,1,8,8,-1,2:[1:7];5:[1:9];7:[1:8];13:[1:0];17:[1:3];19:[1:8];23:[1:4];29:[1:3];31:[1:0];37:[1:9];41:[1:8];43:[1:3],1,1
11,33,42,33.42.a.c,-10,0,10,8,-1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],1,1
11,33,42,33.42.a.c,-1,0,1,8,-1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],2,1
11,33,42,33.42.a.c,-11,1,12,8,-1,2:[1:8];5:[1:5];7:[1:3];13:[1:8];17:[1:4];19:[1:2];23:[1:9];29:[1:3];31:[1:1];37:[1:6];41:[1:2];43:[1:0],2,1
3,33,42,33.42.a.b,-11,0,11,5,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,42,33.42.a.b,-6,2,8,5,-1,2:[1:0];5:[1:0];7:[1:1];13:[1:1];17:[1:0];19:[1:1];23:[1:0];29:[1:0];31:[1:1];37:[1:1];41:[1:0];43:[1:1],1,1
3,33,42,33.42.a.b,-11,-2,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.b,-6,0,6,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.b,-4,0,4,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,2
3,33,42,33.42.a.b,-11,-2,9,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
3,33,42,33.42.a.b,-3,5,8,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.b,-7,9,16,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.b,-10,3,13,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],1,1
3,33,42,33.42.a.b,-1,0,1,5,-1,2:[1:1];5:[1:1];7:[1:2];13:[1:2];17:[1:1];19:[1:0];23:[1:2];29:[1:0];31:[1:2];37:[1:0];41:[1:1];43:[1:0],2,1
