p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,35,64,35.64.a.d,-21,-1,20,-3,1,2:[1:1];3:[1:2];11:[1:1];13:[1:0];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,64,35.64.a.d,-23,-1,22,-3,1,2:[1:1];3:[1:2];11:[1:1];13:[1:0];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,64,35.64.a.d,-7,1,8,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-22,-1,21,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,2
7,35,64,35.64.a.d,-5,1,6,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-16,1,17,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-1,1,2,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-11,-1,10,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-18,1,19,-3,1,2:[1:4];3:[1:2];11:[1:3];13:[1:4];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,64,35.64.a.d,-22,-1,21,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,1
7,35,64,35.64.a.d,-17,1,18,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,2
7,35,64,35.64.a.d,-10,-1,9,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,2
7,35,64,35.64.a.d,-2,0,2,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,1
7,35,64,35.64.a.d,-22,-1,21,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,1
7,35,64,35.64.a.d,-4,0,4,-3,1,2:[1:6];3:[1:6];11:[1:2];13:[1:6];17:[1:4];19:[1:5];23:[1:3],1,1
7,35,64,35.64.a.d,-6,0,6,-3,1,2:[1:2:5];3:[1:3:6];11:[1:3:6];13:[1:5:2];17:[1:1:4];19:[1:2:3];23:[1:4:6],1,2
7,35,64,35.64.a.d,-1,-1,0,-3,1,2:[1:2:5];3:[1:3:6];11:[1:3:6];13:[1:5:2];17:[1:1:4];19:[1:2:3];23:[1:4:6],1,2
7,35,64,35.64.a.d,-12,0,12,-3,1,2:[1:2:5];3:[1:3:6];11:[1:3:6];13:[1:5:2];17:[1:1:4];19:[1:2:3];23:[1:4:6],1,2
7,35,64,35.64.a.d,-19,-1,18,-3,1,2:[1:2:5];3:[1:3:6];11:[1:3:6];13:[1:5:2];17:[1:1:4];19:[1:2:3];23:[1:4:6],1,2
5,35,66,35.66.a.a,-4,2,6,24,1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.a,-18,1,19,24,1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.a,-9,2,11,24,1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.a,-14,1,15,24,1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.a,-21,3,24,24,1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.a,-2,-1,1,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.a,-21,0,21,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.a,-9,-1,8,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.a,-14,-1,13,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.a,-18,2/3,56/3,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
5,35,66,35.66.a.a,-4,5/3,17/3,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
5,35,66,35.66.a.a,-21,3,24,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],2,1
5,35,66,35.66.a.a,-11,7/2,29/2,24,1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],4,1
5,35,66,35.66.a.a,-19,2,21,24,1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.a,-3,2,5,24,1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.a,-8,0,8,24,1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.a,-15,0,15,24,1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.a,-11,3,14,24,1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
7,35,66,35.66.a.a,-3,0,3,8,1,2:[1:0];3:[1:2];11:[1:6];13:[1:5];17:[1:6];19:[1:1];23:[1:3],1,1
7,35,66,35.66.a.a,-17,1,18,8,1,2:[1:0];3:[1:2];11:[1:6];13:[1:5];17:[1:6];19:[1:1];23:[1:3],1,1
7,35,66,35.66.a.a,-10,-1,9,8,1,2:[1:0];3:[1:2];11:[1:6];13:[1:5];17:[1:6];19:[1:1];23:[1:3],1,1
7,35,66,35.66.a.a,-22,-1,21,8,1,2:[1:0];3:[1:2];11:[1:6];13:[1:5];17:[1:6];19:[1:1];23:[1:3],1,1
7,35,66,35.66.a.a,-11,0,11,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-18,1,19,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-22,-1,21,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-22,-1,21,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-5,1,6,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-15,1,16,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-1,1,2,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-8,0,8,8,1,2:[1:1];3:[1:6];11:[1:5];13:[1:3];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.a,-19,2,21,8,1,2:[1:2];3:[1:6];11:[1:4];13:[1:0];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.a,-14,3,17,8,1,2:[1:2];3:[1:6];11:[1:4];13:[1:0];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.a,-6,3,9,8,1,2:[1:2];3:[1:6];11:[1:4];13:[1:0];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.a,-3,1,4,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-10,0,10,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-22,0,22,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-22,0,22,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-9,0,9,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-17,2,19,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],2,1
7,35,66,35.66.a.a,-4,1,5,8,1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,66,35.66.a.a,-12,2,14,8,1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
7,35,66,35.66.a.a,-6,2,8,8,1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
7,35,66,35.66.a.a,-20,1,21,8,1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
7,35,66,35.66.a.a,-24,1,25,8,1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
5,35,66,35.66.a.b,-8,0,8,8,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.b,-15,0,15,8,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.b,-11,3,14,8,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.b,-3,2,5,8,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.b,-19,2,21,8,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.b,-3,0,3,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.b,-19,-1,18,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.b,-11,2,13,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.b,-8,-1,7,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],3,1
5,35,66,35.66.a.b,-15,-1,14,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],3,1
5,35,66,35.66.a.b,-11,2,13,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,1
5,35,66,35.66.a.b,-21,1/2,43/2,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,2
5,35,66,35.66.a.b,-2,-1/2,3/2,8,-1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,1
5,35,66,35.66.a.b,-14,1,15,8,-1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,66,35.66.a.b,-9,2,11,8,-1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,66,35.66.a.b,-4,2,6,8,-1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,66,35.66.a.b,-18,1,19,8,-1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,66,35.66.a.b,-21,3,24,8,-1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
7,35,66,35.66.a.b,-20,3,23,24,-1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.b,-24,3,27,24,-1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.b,-6,6,12,24,-1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.b,-12,4,16,24,-1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.b,-11,-1,10,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-5,0,5,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-18,-1,17,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-1,0,1,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-22,-1,21,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-8,-1,7,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-22,-1,21,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-15,0,15,24,-1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.b,-22,0,22,24,-1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.b,-4,1,5,24,-1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.b,-9,0,9,24,-1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.b,-17,2,19,24,-1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.b,-24,-1,23,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-20,-1,19,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-12,0,12,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-1,0,1,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-14,1,15,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-6,1,7,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],2,1
7,35,66,35.66.a.b,-19,0,19,24,-1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.b,-10,-1,9,24,-1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.b,-22,-1,21,24,-1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.b,-17,1,18,24,-1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.b,-3,0,3,24,-1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
5,35,66,35.66.a.c,-4,0,4,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-18,-1,17,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-9,0,9,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-14,-1,13,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-2,-2,0,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-21,-1,20,12,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,66,35.66.a.c,-21,2,23,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.c,-9,-1,8,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.c,-14,-1,13,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,66,35.66.a.c,-18,0,18,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
5,35,66,35.66.a.c,-4,1,5,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
5,35,66,35.66.a.c,-21,0,21,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],2,1
5,35,66,35.66.a.c,-2,-1,1,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],2,1
5,35,66,35.66.a.c,-11,5/2,27/2,12,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],4,1
5,35,66,35.66.a.c,-19,2,21,12,-1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.c,-3,2,5,12,-1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.c,-8,0,8,12,-1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.c,-15,0,15,12,-1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
5,35,66,35.66.a.c,-11,3,14,12,-1,2:[1:4:1];3:[1:4:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:3:4],1,2
7,35,66,35.66.a.c,-20,-1,19,1,1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.c,-24,-1,23,1,1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.c,-6,0,6,1,1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.c,-12,0,12,1,1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.c,-1,-1,0,1,1,2:[1:0];3:[1:5];11:[1:6];13:[1:2];17:[1:1];19:[1:6];23:[1:3],1,1
7,35,66,35.66.a.c,-11,-1,10,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-5,0,5,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-18,-1,17,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-1,0,1,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-22,-1,21,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-8,-1,7,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-22,-1,21,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-15,0,15,1,1,2:[1:1];3:[1:1];11:[1:5];13:[1:4];17:[1:6];19:[1:4];23:[1:2],1,1
7,35,66,35.66.a.c,-22,0,22,1,1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.c,-4,1,5,1,1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.c,-9,0,9,1,1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.c,-17,2,19,1,1,2:[1:2];3:[1:1];11:[1:4];13:[1:0];17:[1:1];19:[1:3];23:[1:2],1,1
7,35,66,35.66.a.c,-24,-1,23,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-20,-1,19,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-12,0,12,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-14,1,15,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-1,0,1,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-6,1,7,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],2,1
7,35,66,35.66.a.c,-19,0,19,1,1,2:[1:5];3:[1:3];11:[1:1];13:[1:6];17:[1:2];19:[1:3];23:[1:6],1,1
7,35,66,35.66.a.c,-10,-1,9,1,1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.c,-22,-1,21,1,1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.c,-17,1,18,1,1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
7,35,66,35.66.a.c,-3,0,3,1,1,2:[1:4:6];3:[1:5:5];11:[1:5:5];13:[1:5:2];17:[1:4:1];19:[1:4:5];23:[1:1:3],1,2
5,35,66,35.66.a.d,-8,0,8,1,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.d,-15,0,15,1,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.d,-11,3,14,1,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.d,-3,2,5,1,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.d,-19,2,21,1,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,66,35.66.a.d,-3,0,3,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.d,-19,-1,18,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.d,-11,2,13,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,66,35.66.a.d,-8,-1,7,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],3,1
5,35,66,35.66.a.d,-15,-1,14,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],3,1
5,35,66,35.66.a.d,-11,2,13,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,1
5,35,66,35.66.a.d,-21,1/2,43/2,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,2
5,35,66,35.66.a.d,-2,-1/2,3/2,1,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],2,1
5,35,66,35.66.a.d,-14,-1,13,1,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,66,35.66.a.d,-9,0,9,1,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
