p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
7,35,42,35.42.a.d,-15,1,16,12,-1,2:[1:5];3:[1:4];11:[1:1];13:[1:1];17:[1:5];19:[1:4];23:[1:6],1,1
7,35,42,35.42.a.d,-7,-1,6,12,-1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
7,35,42,35.42.a.d,-1,-1,0,12,-1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
7,35,42,35.42.a.d,-13,-1,12,12,-1,2:[1:4:6];3:[1:2:5];11:[1:5:5];13:[1:2:2];17:[1:3:1];19:[1:3:5];23:[1:1:3],1,2
5,35,44,35.44.a.a,-2,1,3,-19,1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.a,-14,-1,13,-19,1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.a,-8,-1,7,-19,1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.a,-11,1,12,-19,1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.a,-11,2,13,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.a,-2,2,4,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.a,-14,0,14,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.a,-8,0,8,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.a,-4,2,6,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.a,-11,2,13,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.a,-7,0,7,-19,1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.a,-12,2,14,-19,1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
5,35,44,35.44.a.a,-10,2,12,-19,1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
5,35,44,35.44.a.a,-5,1,6,-19,1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
7,35,44,35.44.a.a,-15,2,17,-8,-1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.a,-9,2,11,-8,-1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.a,-3,2,5,-8,-1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.a,-11,1,12,-8,-1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.a,-4,1,5,-8,-1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.a,-8,1,9,-8,-1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.a,-2,1,3,-8,-1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.a,-14,0,14,-8,-1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.a,-3,1,4,-8,-1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,2
7,35,44,35.44.a.a,-15,0,15,-8,-1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,1
7,35,44,35.44.a.a,-9,1,10,-8,-1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,2
7,35,44,35.44.a.a,-16,0,16,-8,-1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,1
7,35,44,35.44.a.a,-6,0,6,-8,-1,2:[1:4];3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.a,-13,1,14,-8,-1,2:[1:4];3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.a,-7,2,9,-8,-1,2:[1:1:3];3:[1:6:3];11:[1:6:3];13:[1:5:2];17:[1:2:2];19:[1:1:6];23:[1:2:5],1,2
7,35,44,35.44.a.a,-13,2,15,-8,-1,2:[1:1:3];3:[1:6:3];11:[1:6:3];13:[1:5:2];17:[1:2:2];19:[1:1:6];23:[1:2:5],1,2
5,35,44,35.44.a.b,-5,1,6,-8,-1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.b,-12,2,14,-8,-1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.b,-10,2,12,-8,-1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.b,0,1,1,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.b,-10,1,11,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.b,-12,1,13,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.b,-5,1,6,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.b,-13,0,13,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.b,-9,0,9,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.b,-6,-1,5,-8,-1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.b,-2,1,3,-8,-1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.b,-8,-1,7,-8,-1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.b,-14,-1,13,-8,-1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.b,-11,1,12,-8,-1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
7,35,44,35.44.a.b,-7,2,9,-19,1,2:[1:0];3:[1:1];11:[1:3];13:[1:5];17:[1:3];19:[1:2];23:[1:6],1,1
7,35,44,35.44.a.b,-13,2,15,-19,1,2:[1:0];3:[1:1];11:[1:3];13:[1:5];17:[1:3];19:[1:2];23:[1:6],1,1
7,35,44,35.44.a.b,-4,2,6,-19,1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.b,-11,2,13,-19,1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.b,-2,2,4,-19,1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.b,-14,1,15,-19,1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.b,-8,2,10,-19,1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.b,-1,1,2,-19,1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.b,-7,1,8,-19,1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.b,-6,0,6,-19,1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.b,-13,1,14,-19,1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],2,1
7,35,44,35.44.a.b,-16,0,16,-19,1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.b,-3,1,4,-19,1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.b,-9,1,10,-19,1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.b,-3,2,5,-19,1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
7,35,44,35.44.a.b,-15,2,17,-19,1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
7,35,44,35.44.a.b,-9,2,11,-19,1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
5,35,44,35.44.a.c,-2,1,3,-3,-1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.c,-14,-1,13,-3,-1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.c,-8,-1,7,-3,-1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.c,-11,1,12,-3,-1,2:[1:0];3:[1:3];11:[1:3];13:[1:0];17:[1:1];19:[1:2];23:[1:2],1,1
5,35,44,35.44.a.c,-11,2,13,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.c,-2,2,4,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.c,-14,0,14,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.c,-8,0,8,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],1,1
5,35,44,35.44.a.c,-4,2,6,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.c,-11,2,13,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.c,-7,0,7,-3,-1,2:[1:1];3:[1:2];11:[1:3];13:[1:2];17:[1:1];19:[1:0];23:[1:2],2,1
5,35,44,35.44.a.c,0,0,0,-3,-1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
5,35,44,35.44.a.c,-12,0,12,-3,-1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
5,35,44,35.44.a.c,-10,0,10,-3,-1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
5,35,44,35.44.a.c,-5,-1,4,-3,-1,2:[1:2:4];3:[1:3:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:1:1],1,2
7,35,44,35.44.a.c,-1,-1,0,-4,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:5];17:[1:3];19:[1:2];23:[1:6],1,1
7,35,44,35.44.a.c,-7,0,7,-4,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:5];17:[1:3];19:[1:2];23:[1:6],1,1
7,35,44,35.44.a.c,-13,0,13,-4,-1,2:[1:0];3:[1:1];11:[1:3];13:[1:5];17:[1:3];19:[1:2];23:[1:6],1,1
7,35,44,35.44.a.c,-4,2,6,-4,-1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.c,-11,2,13,-4,-1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.c,-2,2,4,-4,-1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.c,-14,1,15,-4,-1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.c,-8,2,10,-4,-1,2:[1:2];3:[1:3];11:[1:6];13:[1:3];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.c,-1,1,2,-4,-1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.c,-7,1,8,-4,-1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.c,-6,0,6,-4,-1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],1,1
7,35,44,35.44.a.c,-13,1,14,-4,-1,2:[1:3];3:[1:2];11:[1:4];13:[1:1];17:[1:6];19:[1:1];23:[1:5],2,1
7,35,44,35.44.a.c,-16,0,16,-4,-1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.c,-3,1,4,-4,-1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.c,-9,1,10,-4,-1,2:[1:4];3:[1:3];11:[1:2];13:[1:0];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.c,-3,2,5,-4,-1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
7,35,44,35.44.a.c,-15,2,17,-4,-1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
7,35,44,35.44.a.c,-9,2,11,-4,-1,2:[1:1:3];3:[1:1:3];11:[1:6:3];13:[1:2:2];17:[1:5:2];19:[1:6:6];23:[1:2:5],1,2
5,35,44,35.44.a.d,0,0,0,-4,1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.d,-5,-1,4,-4,1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.d,-12,0,12,-4,1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.d,-10,0,10,-4,1,2:[1:0];3:[1:2];11:[1:3];13:[1:0];17:[1:4];19:[1:2];23:[1:3],1,1
5,35,44,35.44.a.d,-10,3,13,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.d,-12,3,15,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.d,-5,3,8,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],1,1
5,35,44,35.44.a.d,-13,0,13,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.d,-9,0,9,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.d,0,1,1,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.d,-6,-1,5,-4,1,2:[1:4];3:[1:3];11:[1:3];13:[1:3];17:[1:4];19:[1:0];23:[1:3],2,1
5,35,44,35.44.a.d,-2,1,3,-4,1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.d,-8,-1,7,-4,1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.d,-14,-1,13,-4,1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
5,35,44,35.44.a.d,-11,1,12,-4,1,2:[1:3:4];3:[1:2:4];11:[1:4:1];13:[1:0:3];17:[1:0:3];19:[1:4:2];23:[1:4:1],1,2
7,35,44,35.44.a.d,-15,2,17,-3,1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.d,-9,2,11,-3,1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.d,-3,2,5,-3,1,2:[1:0];3:[1:6];11:[1:3];13:[1:2];17:[1:4];19:[1:5];23:[1:6],1,1
7,35,44,35.44.a.d,-11,1,12,-3,1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.d,-4,1,5,-3,1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.d,-8,1,9,-3,1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.d,-2,1,3,-3,1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.d,-14,0,14,-3,1,2:[1:2];3:[1:4];11:[1:6];13:[1:4];17:[1:3];19:[1:1];23:[1:4],1,1
7,35,44,35.44.a.d,-3,1,4,-3,1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,2
7,35,44,35.44.a.d,-15,0,15,-3,1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,1
7,35,44,35.44.a.d,-9,1,10,-3,1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,2
7,35,44,35.44.a.d,-16,0,16,-3,1,2:[1:3];3:[1:5];11:[1:4];13:[1:6];17:[1:1];19:[1:6];23:[1:5],1,1
7,35,44,35.44.a.d,-1,1,2,-3,1,2:[1:4];3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.d,-6,0,6,-3,1,2:[1:4];3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.d,-13,1,14,-3,1,2:[1:4];3:[1:4];11:[1:2];13:[1:0];17:[1:4];19:[1:6];23:[1:4],1,1
7,35,44,35.44.a.d,-7,0,7,-3,1,2:[1:1:3];3:[1:6:3];11:[1:6:3];13:[1:5:2];17:[1:2:2];19:[1:1:6];23:[1:2:5],1,2
7,35,44,35.44.a.d,-1,-1,0,-3,1,2:[1:1:3];3:[1:6:3];11:[1:6:3];13:[1:5:2];17:[1:2:2];19:[1:1:6];23:[1:2:5],1,2
7,35,44,35.44.a.d,-13,0,13,-3,1,2:[1:1:3];3:[1:6:3];11:[1:6:3];13:[1:5:2];17:[1:2:2];19:[1:1:6];23:[1:2:5],1,2
5,35,46,35.46.a.a,-5,1,6,24,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,46,35.46.a.a,-13,1,14,24,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,46,35.46.a.a,-9,1,10,24,1,2:[1:0];3:[1:1];11:[1:3];13:[1:0];17:[1:3];19:[1:3];23:[1:4],1,1
5,35,46,35.46.a.a,-9,-1,8,24,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,46,35.46.a.a,-13,-1,12,24,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,46,35.46.a.a,0,1,1,24,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],1,1
5,35,46,35.46.a.a,-5,2/3,17/3,24,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],3,1
5,35,46,35.46.a.a,-11,5/2,27/2,24,1,2:[1:3];3:[1:4];11:[1:3];13:[1:4];17:[1:3];19:[1:0];23:[1:4],4,1
5,35,46,35.46.a.a,-8,0,8,24,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,46,35.46.a.a,-14,0,14,24,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,46,35.46.a.a,-4,2,6,24,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
5,35,46,35.46.a.a,-11,2,13,24,1,2:[1:1:1];3:[1:1:1];11:[1:4:1];13:[1:0:2];17:[1:0:2];19:[1:1:2];23:[1:2:4],1,2
7,35,46,35.46.a.a,-3,1,4,8,1,2:[1:0];3:[1:4];11:[1:5];13:[1:5];17:[1:5];19:[1:4];23:[1:5],1,1
7,35,46,35.46.a.a,-16,-1,15,8,1,2:[1:0];3:[1:4];11:[1:5];13:[1:5];17:[1:5];19:[1:4];23:[1:5],1,1
7,35,46,35.46.a.a,-9,1,10,8,1,2:[1:0];3:[1:4];11:[1:5];13:[1:5];17:[1:5];19:[1:4];23:[1:5],1,1
7,35,46,35.46.a.a,-12,4,16,8,1,2:[1:1];3:[1:5];11:[1:1];13:[1:0];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,46,35.46.a.a,-7,4,11,8,1,2:[1:1];3:[1:5];11:[1:1];13:[1:0];17:[1:5];19:[1:2];23:[1:1],1,1
7,35,46,35.46.a.a,-5,0,5,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-2,1,3,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-14,0,14,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-11,1,12,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-17,0,17,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-8,1,9,8,1,2:[1:4];3:[1:5];11:[1:3];13:[1:3];17:[1:2];19:[1:5];23:[1:1],1,1
7,35,46,35.46.a.a,-16,1,17,8,1,2:[1:6];3:[1:1];11:[1:2];13:[1:1];17:[1:3];19:[1:2];23:[1:3],1,1
7,35,46,35.46.a.a,-3,2,5,8,1,2:[1:6];3:[1:1];11:[1:2];13:[1:1];17:[1:3];19:[1:2];23:[1:3],1,2
7,35,46,35.46.a.a,-10,2,12,8,1,2:[1:6];3:[1:1];11:[1:2];13:[1:1];17:[1:3];19:[1:2];23:[1:3],1,1
7,35,46,35.46.a.a,-15,1,16,8,1,2:[1:6];3:[1:1];11:[1:2];13:[1:1];17:[1:3];19:[1:2];23:[1:3],1,1
7,35,46,35.46.a.a,-9,2,11,8,1,2:[1:6];3:[1:1];11:[1:2];13:[1:1];17:[1:3];19:[1:2];23:[1:3],1,1
7,35,46,35.46.a.a,-6,2,8,8,1,2:[1:2:5];3:[1:4:6];11:[1:3:6];13:[1:2:2];17:[1:6:4];19:[1:5:3];23:[1:4:6],1,2
7,35,46,35.46.a.a,-13,2,15,8,1,2:[1:2:5];3:[1:4:6];11:[1:3:6];13:[1:2:2];17:[1:6:4];19:[1:5:3];23:[1:4:6],1,2
5,35,46,35.46.a.b,-14,0,14,8,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,46,35.46.a.b,-8,0,8,8,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,46,35.46.a.b,-4,2,6,8,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,46,35.46.a.b,-11,2,13,8,-1,2:[1:0];3:[1:4];11:[1:3];13:[1:0];17:[1:2];19:[1:3];23:[1:1],1,1
5,35,46,35.46.a.b,-11,1,12,8,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,46,35.46.a.b,-4,-1,3,8,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],1,1
5,35,46,35.46.a.b,-14,-1,13,8,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
5,35,46,35.46.a.b,-8,-1,7,8,-1,2:[1:2];3:[1:1];11:[1:3];13:[1:1];17:[1:2];19:[1:0];23:[1:1],3,1
