p,k,Nnew,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
2,300,2,2.300.a.b,-38,12,50,-7,1,3:[1:0];5:[1:0],1,2
2,300,2,2.300.a.b,-3,14,17,-7,1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.b,-20,11,31,-7,1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.b,-25,10,35,-7,1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.b,-53,8,61,-7,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-9,-2,7,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-44,-4,40,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-34,-2,32,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-18,0,18,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-27,-1,26,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-51,-3,48,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-6,-6,0,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-38,-3,35,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-55,-5,50,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-23,-3,20,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-31,-3,28,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-47,-5,42,1,1,3:[1:0];5:[1:0],1,1
2,306,2,2.306.a.b,-12,-3,9,1,1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-50,1,51,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-28,3,31,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-17,4,21,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-10,3,13,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-45,1,46,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-33,3,36,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-38,6,44,-3,-1,3:[1:0];5:[1:0],1,2
2,300,2,2.300.a.a,-5,6,11,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-20,5,25,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-25,4,29,-3,-1,3:[1:0];5:[1:0],1,1
2,300,2,2.300.a.a,-53,2,55,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-46,7,53,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-32,9,41,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-11,9,20,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-29,10,39,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-49,8,57,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-16,11,27,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-38,12,50,-7,1,3:[1:0];5:[1:0],1,2
2,308,2,2.308.a.b,-6,9,15,-7,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.b,-55,9,64,-7,1,3:[1:0];5:[1:0],2,1
2,308,2,2.308.a.b,-23,11,34,-7,1,3:[1:0];5:[1:0],2,1
2,314,2,2.314.a.a,-31,7,38,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-47,5,52,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-12,7,19,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-55,7,62,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-23,9,32,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-38,11,49,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-53,4,57,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-25,6,31,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-21,6,27,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-57,4,61,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-8,5,13,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-35,5,40,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.a,-43,3,46,5,-1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-31,-3,28,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-47,-5,42,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-12,-3,9,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-55,-5,50,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-23,-3,20,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-6,-6,0,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-38,-3,35,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-53,-4,49,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-25,-2,23,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-21,-2,19,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-57,-4,53,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-8,-3,5,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-35,-3,32,1,1,3:[1:0];5:[1:0],1,1
2,314,2,2.314.a.b,-43,-5,38,1,1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-46,1,47,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-32,3,35,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-11,3,14,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-29,4,33,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-49,2,51,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-16,5,21,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-6,3,9,-3,-1,3:[1:0];5:[1:0],1,1
2,308,2,2.308.a.a,-38,6,44,-3,-1,3:[1:0];5:[1:0],1,2
2,308,2,2.308.a.a,-55,3,58,-3,-1,3:[1:0];5:[1:0],2,1
2,308,2,2.308.a.a,-23,5,28,-3,-1,3:[1:0];5:[1:0],2,1
2,312,2,2.312.a.a,-18,12,30,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-51,9,60,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-27,11,38,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-9,10,19,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-34,10,44,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-44,8,52,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-55,11,66,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-23,13,36,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-38,15,53,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-12,11,23,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-47,9,56,-7,1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.a,-31,11,42,-7,1,3:[1:0];5:[1:0],1,1
2,318,2,2.318.a.a,-55,2,57,5,-1,3:[1:0];5:[1:0],1,2
2,318,2,2.318.a.a,-23,4,27,5,-1,3:[1:0];5:[1:0],1,2
2,318,2,2.318.a.a,-37,3,40,5,-1,3:[1:0];5:[1:0],1,1
2,318,2,2.318.a.a,-41,1,42,5,-1,3:[1:0];5:[1:0],1,1
2,318,2,2.318.a.a,-5,4,9,5,-1,3:[1:0];5:[1:0],1,1
2,318,2,2.318.a.a,-47,2,49,5,-1,3:[1:0];5:[1:0],1,2
2,318,2,2.318.a.a,-31,4,35,5,-1,3:[1:0];5:[1:0],1,2
2,318,2,2.318.a.a,-12,4,16,5,-1,3:[1:0];5:[1:0],1,2
2,312,2,2.312.a.b,-18,4,22,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-51,1,52,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-27,3,30,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-9,2,11,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-34,2,36,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-44,0,44,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-55,-1,54,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-23,1,24,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-6,-2,4,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-38,1,39,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-12,1,13,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-47,-1,46,-3,-1,3:[1:0];5:[1:0],1,1
2,312,2,2.312.a.b,-31,1,32,-3,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-35,8,43,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-43,6,49,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-8,8,16,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-53,7,60,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-25,9,34,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-21,9,30,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-57,7,64,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-55,8,63,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-23,10,33,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-40,8,48,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-12,9,21,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-31,9,40,5,-1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.a,-47,7,54,5,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-7,8,15,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-42,6,48,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-36,8,44,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-54,7,61,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-24,9,33,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-22,9,31,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-56,7,63,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-45,7,52,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-33,9,42,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-10,9,19,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-28,10,38,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-50,8,58,-7,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.b,-17,11,28,-7,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-35,0,35,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-43,-2,41,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-8,0,8,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-53,-1,52,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-25,1,26,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-21,1,22,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-57,-1,56,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-55,-4,51,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-23,-2,21,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-6,-6,0,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-40,-6,34,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-12,-1,11,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-31,-1,30,1,1,3:[1:0];5:[1:0],1,1
2,322,2,2.322.a.b,-47,-3,44,1,1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-7,2,9,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-42,0,42,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-36,2,38,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-54,1,55,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-24,3,27,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-22,3,25,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-56,1,57,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-45,1,46,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-33,3,36,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-10,3,13,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-28,4,32,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-50,2,52,-3,-1,3:[1:0];5:[1:0],1,1
2,316,2,2.316.a.a,-17,5,22,-3,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-7,0,7,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-36,0,36,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-42,-2,40,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-22,1,23,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-56,-1,55,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-54,-1,53,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-24,1,25,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-50,-3,47,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-28,-1,27,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-16,-3,13,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-61,-4,57,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-45,-3,42,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-33,-1,32,1,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.b,-10,-1,9,1,1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.b,-4,13,17,-7,1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.b,-41,9,50,-7,1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.b,-37,11,48,-7,1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.b,-23,12,35,-7,1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.b,-55,10,65,-7,1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.b,-12,12,24,-7,1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.b,-47,10,57,-7,1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.b,-31,12,43,-7,1,3:[1:0];5:[1:0],1,2
2,334,2,2.334.a.b,-40,-3,37,1,1,3:[1:0];5:[1:0],1,2
2,334,2,2.334.a.b,-6,-3,3,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-55,-2,53,1,1,3:[1:0];5:[1:0],2,1
2,334,2,2.334.a.b,-23,0,23,1,1,3:[1:0];5:[1:0],2,1
2,334,2,2.334.a.b,-32,-1,31,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-46,-3,43,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-11,-1,10,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-62,-5,57,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-15,-3,12,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-49,-4,45,1,1,3:[1:0];5:[1:0],1,1
2,334,2,2.334.a.b,-29,-2,27,1,1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.a,-5,6,11,-3,-1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.a,-41,3,44,-3,-1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.a,-37,5,42,-3,-1,3:[1:0];5:[1:0],1,1
2,324,2,2.324.a.a,-23,6,29,-3,-1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.a,-55,4,59,-3,-1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.a,-12,6,18,-3,-1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.a,-47,4,51,-3,-1,3:[1:0];5:[1:0],1,2
2,324,2,2.324.a.a,-31,6,37,-3,-1,3:[1:0];5:[1:0],1,2
2,330,2,2.330.a.a,-44,5,49,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-34,7,41,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-9,7,16,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-51,4,55,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-27,6,33,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-17,5,22,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-60,3,63,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-40,8,48,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-23,10,33,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-55,8,63,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-12,9,21,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-47,7,54,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.a,-31,9,40,5,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-31,11,42,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-47,9,56,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-12,11,23,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-23,13,36,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-55,11,66,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-38,15,53,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-8,9,17,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-35,9,44,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-43,7,50,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-25,10,35,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-53,8,61,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-21,10,31,-7,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.a,-57,8,65,-7,1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-7,6,13,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-36,6,42,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-42,4,46,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-22,7,29,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-56,5,61,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-54,5,59,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-24,7,31,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-50,3,53,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-28,5,33,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-16,3,19,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-61,2,63,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-45,3,48,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-33,5,38,5,-1,3:[1:0];5:[1:0],1,1
2,326,2,2.326.a.a,-10,5,15,5,-1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-44,-3,41,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-34,-1,33,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-9,-1,8,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-51,-4,47,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-27,-2,25,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-17,-3,14,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-60,-5,55,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-40,-6,34,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-6,-6,0,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-23,-2,21,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-55,-4,51,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-12,-1,11,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-47,-3,44,1,1,3:[1:0];5:[1:0],1,1
2,330,2,2.330.a.b,-31,-1,30,1,1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-31,1,32,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-47,-1,46,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-12,1,13,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-23,1,24,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-55,-1,54,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-38,1,39,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-6,-2,4,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-8,1,9,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-35,1,36,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-43,-1,42,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-25,2,27,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-53,0,53,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-21,2,23,-3,-1,3:[1:0];5:[1:0],1,1
2,320,2,2.320.a.b,-57,0,57,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-21,13,34,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-57,11,68,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-53,11,64,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-25,13,38,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-8,12,20,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-35,12,47,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-43,10,53,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-23,14,37,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-55,12,67,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-40,12,52,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-12,13,25,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-47,11,58,-7,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.a,-31,13,44,-7,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-10,0,10,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-33,0,33,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-45,-2,43,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-28,-1,27,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-50,-3,47,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-61,-4,57,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-16,-2,14,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-5,-1,4,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-40,-4,36,1,1,3:[1:0];5:[1:0],1,2
2,342,2,2.342.a.b,-19,-3,16,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-58,-5,53,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-53,-4,49,1,1,3:[1:0];5:[1:0],1,1
2,342,2,2.342.a.b,-25,-2,23,1,1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-21,5,26,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-57,3,60,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-53,3,56,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-25,5,30,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-8,4,12,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-35,4,39,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-43,2,45,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-23,2,25,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-55,0,55,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-40,-2,38,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-6,-2,4,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-12,3,15,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-47,1,48,-3,-1,3:[1:0];5:[1:0],1,1
2,328,2,2.328.a.b,-31,3,34,-3,-1,3:[1:0];5:[1:0],1,1
2,338,2,2.338.a.a,-40,8,48,5,-1,3:[1:0];5:[1:0],1,1
2,338,2,2.338.a.a,-23,10,33,5,-1,3:[1:0];5:[1:0],1,1
2,338,2,2.338.a.a,-55,8,63,5,-1,3:[1:0];5:[1:0],1,1
2,338,2,2.338.a.a,-30,8,38,5,-1,3:[1:0];5:[1:0],1,1
