p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
5,2,85,85.2.a.a,12,-1,9999,9999,0,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,2,85,85.2.a.b,8,-1,9999,9999,0,2:[1:2:4];3:[1:4:2];7:[1:4:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:4:2];29:[1:4:1];31:[1:0:2];37:[1:4:2],1,2
5,2,85,85.2.a.c,1,1,9999,9999,0,2:[1:0:2];3:[1:3:3];7:[1:2:3];11:[1:4:1];13:[1:4];19:[1:1:2];23:[1:1:2];29:[1:0:3];31:[1:0:2];37:[1:3:4],1,2
5,4,85,85.4.a.b,-3,-1,0,0,0,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,4,85,85.4.a.a,-4,1,0,1,1,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,4,85,85.4.a.c,-24,1,9999,9999,0,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,4,85,85.4.a.d,-4,1,0,0,0,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,4,85,85.4.a.f,-8,-1,0,1,1,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,4,85,85.4.a.f,-8,-1,0,0,0,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,4,85,85.4.a.e,-3,-1,0,1,1,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,4,85,85.4.a.g,-24,1,9999,9999,2,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,4,85,85.4.a.g,-24,1,0,1,1,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,4,85,85.4.a.g,-24,1,0,1,1,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,6,85,85.6.a.a,24,1,-1,0,1,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,6,85,85.6.a.a,24,1,9999,9999,1,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,1
5,6,85,85.6.a.a,24,1,0,1,1,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,6,85,85.6.a.b,12,-1,0,0,0,2:[1:1];3:[1:2];7:[1:3];11:[1:3];13:[1:2];19:[1:0];23:[1:1];29:[1:1];31:[1:0];37:[1:2],1,1
5,6,85,85.6.a.b,12,-1,-1,0,1,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,6,85,85.6.a.b,12,-1,0,1,1,2:[1:3];3:[1:4];7:[1:3];11:[1:3];13:[1:4];19:[1:0];23:[1:4];29:[1:0];31:[1:3];37:[1:3],1,1
5,6,85,85.6.a.b,12,-1,0,1,1,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,1
5,6,85,85.6.a.b,12,-1,0,1,1,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,6,85,85.6.a.c,8,-1,-1,1,2,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,6,85,85.6.a.c,8,-1,-1,1,2,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,6,85,85.6.a.c,8,-1,0,1,1,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,6,85,85.6.a.c,8,-1,0,0,0,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,6,85,85.6.a.c,8,-1,-1,0,1,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,6,85,85.6.a.d,1,1,-1,1,2,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,6,85,85.6.a.d,1,1,-1,1,2,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,6,85,85.6.a.d,1,1,0,1,1,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,6,85,85.6.a.d,1,1,0,0,0,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,6,85,85.6.a.d,1,1,-1,0,1,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,8,85,85.8.a.b,-8,-1,-2,0,2,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,8,85,85.8.a.b,-8,-1,0,1,1,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,8,85,85.8.a.b,-8,-1,-2,0,2,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,8,85,85.8.a.b,-8,-1,0,0,0,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,8,85,85.8.a.b,-8,-1,-2,1,3,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,8,85,85.8.a.a,-4,1,-2,0,2,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,8,85,85.8.a.a,-4,1,-2,0,2,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,8,85,85.8.a.a,-4,1,0,1,1,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,8,85,85.8.a.a,-4,1,0,0,0,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,8,85,85.8.a.a,-4,1,-2,1,3,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,8,85,85.8.a.c,-3,-1,-2,1,3,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,8,85,85.8.a.c,-3,-1,0,0,0,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,8,85,85.8.a.c,-3,-1,-2,0,2,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,8,85,85.8.a.c,-3,-1,-2,0,2,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,8,85,85.8.a.c,-3,-1,0,1,1,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,8,85,85.8.a.d,-24,1,0,1,1,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,8,85,85.8.a.d,-24,1,0,2,2,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,8,85,85.8.a.d,-24,1,-2,1,3,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,8,85,85.8.a.d,-24,1,1,1,0,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,1
5,8,85,85.8.a.d,-24,1,-2,0,2,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,8,85,85.8.a.d,-24,1,-2,0,2,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,8,85,85.8.a.d,-24,1,0,1,1,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,10,85,85.10.a.a,24,1,-1,1,2,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,10,85,85.10.a.a,24,1,-2,0,2,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,10,85,85.10.a.a,24,1,-2,0,2,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,10,85,85.10.a.a,24,1,-2,1,3,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,10,85,85.10.a.a,24,1,-2,1,3,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,10,85,85.10.a.a,24,1,-1,0,1,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,10,85,85.10.a.b,12,-1,-1,1,2,2:[1:1];3:[1:0];7:[1:1];11:[1:0];13:[1:2];19:[1:4];23:[1:1];29:[1:4];31:[1:1];37:[1:2],1,1
5,10,85,85.10.a.b,12,-1,-1,1,2,2:[1:2];3:[1:1];7:[1:2];11:[1:3];13:[1:1];19:[1:0];23:[1:1];29:[1:0];31:[1:3];37:[1:2],1,1
5,10,85,85.10.a.b,12,-1,-2,0,2,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,10,85,85.10.a.b,12,-1,-2,0,2,2:[1:4];3:[1:1];7:[1:4];11:[1:4];13:[1:1];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:4],1,1
5,10,85,85.10.a.b,12,-1,1,1,0,2:[1:4];3:[1:3];7:[1:2];11:[1:3];13:[1:3];19:[1:0];23:[1:4];29:[1:1];31:[1:0];37:[1:3],1,1
5,10,85,85.10.a.b,12,-1,-2,1,3,2:[1:0:2];3:[1:2:3];7:[1:3:3];11:[1:4:1];13:[1:1];19:[1:1:2];23:[1:4:2];29:[1:0:3];31:[1:0:2];37:[1:2:4],1,2
5,10,85,85.10.a.b,12,-1,-2,1,3,2:[1:3:4];3:[1:1:2];7:[1:1:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:1:2];29:[1:4:1];31:[1:0:2];37:[1:1:2],1,2
5,10,85,85.10.a.b,12,-1,-1,0,1,2:[1:3:4:1];3:[1:3:2:3];7:[1:1:3:1];11:[1:3:4:3];13:[1:0:2:1];19:[1:0:3:2];23:[1:4:0:3];29:[1:4:3:1];31:[1:0:4:2];37:[1:3:4:1],1,3
5,10,85,85.10.a.c,8,-1,-1,0,1,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,10,85,85.10.a.c,8,-1,-2,1,3,2:[1:1];3:[1:2];7:[1:3];11:[1:3];13:[1:2];19:[1:0];23:[1:1];29:[1:1];31:[1:0];37:[1:2],1,1
5,10,85,85.10.a.c,8,-1,-2,0,2,2:[1:3];3:[1:4];7:[1:3];11:[1:3];13:[1:4];19:[1:0];23:[1:4];29:[1:0];31:[1:3];37:[1:3],1,1
5,10,85,85.10.a.c,8,-1,-2,0,2,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,2
5,10,85,85.10.a.c,8,-1,1,1,0,2:[1:2:4];3:[1:4:2];7:[1:4:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:4:2];29:[1:4:1];31:[1:0:2];37:[1:4:2],1,2
5,10,85,85.10.a.c,8,-1,-2,0,2,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,10,85,85.10.a.c,8,-1,-2,0,2,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,10,85,85.10.a.d,1,1,0,1,1,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,10,85,85.10.a.d,1,1,-2,1,3,2:[1:1];3:[1:2];7:[1:3];11:[1:3];13:[1:2];19:[1:0];23:[1:1];29:[1:1];31:[1:0];37:[1:2],1,1
5,10,85,85.10.a.d,1,1,-2,0,2,2:[1:3];3:[1:4];7:[1:3];11:[1:3];13:[1:4];19:[1:0];23:[1:4];29:[1:0];31:[1:3];37:[1:3],1,1
5,10,85,85.10.a.d,1,1,-2,0,2,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,2
5,10,85,85.10.a.d,1,1,1,1,0,2:[1:0:2];3:[1:3:3];7:[1:2:3];11:[1:4:1];13:[1:4];19:[1:1:2];23:[1:1:2];29:[1:0:3];31:[1:0:2];37:[1:3:4],1,2
5,10,85,85.10.a.d,1,1,-2,0,2,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,10,85,85.10.a.d,1,1,-2,0,2,2:[1:2:4:4];3:[1:2:2:2];7:[1:4:3:4];11:[1:3:4:3];13:[1:0:2:4];19:[1:0:3:2];23:[1:1:0:2];29:[1:4:3:1];31:[1:0:4:2];37:[1:2:4:4],1,3
5,12,85,85.12.a.b,-8,-1,-2,2,4,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,12,85,85.12.a.b,-8,-1,-1,1,2,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,12,85,85.12.a.b,-8,-1,-2,1,3,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,12,85,85.12.a.b,-8,-1,-4,0,4,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,12,85,85.12.a.b,-8,-1,-2,1,3,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,2
5,12,85,85.12.a.b,-8,-1,-1,-1,0,2:[1:0:3];3:[1:4:2];7:[1:4:2];11:[1:4:1];13:[1:2];19:[1:4:2];23:[1:3:3];29:[1:0:3];31:[1:0:2];37:[1:1:1],1,2
5,12,85,85.12.a.b,-8,-1,-2,2,4,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,12,85,85.12.a.b,-8,-1,-2,2,4,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,12,85,85.12.a.a,-4,1,-2,2,4,2:[1:1];3:[1:2];7:[1:1];11:[1:3];13:[1:2];19:[1:0];23:[1:2];29:[1:0];31:[1:3];37:[1:1],1,1
5,12,85,85.12.a.a,-4,1,0,2,2,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,12,85,85.12.a.a,-4,1,-2,1,3,2:[1:2];3:[1:1];7:[1:1];11:[1:3];13:[1:1];19:[1:0];23:[1:3];29:[1:4];31:[1:0];37:[1:4],1,1
5,12,85,85.12.a.a,-4,1,-4,0,4,2:[1:2];3:[1:2];7:[1:2];11:[1:4];13:[1:2];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:2],1,1
5,12,85,85.12.a.a,-4,1,-2,1,3,2:[1:3];3:[1:0];7:[1:3];11:[1:0];13:[1:4];19:[1:1];23:[1:2];29:[1:1];31:[1:1];37:[1:1],1,2
5,12,85,85.12.a.a,-4,1,-1,-1,0,2:[1:4:1];3:[1:2:3];7:[1:3:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:2:3];29:[1:1:1];31:[1:0:2];37:[1:3:3],1,2
5,12,85,85.12.a.a,-4,1,-2,2,4,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,12,85,85.12.a.a,-4,1,-2,2,4,2:[1:4:1:2];3:[1:1:3:4];7:[1:3:2:2];11:[1:3:4:3];13:[1:0:3:3];19:[1:0:3:3];23:[1:3:0:4];29:[1:1:3:4];31:[1:0:4:2];37:[1:4:1:2],1,3
5,12,85,85.12.a.c,-3,-1,-4,0,4,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,12,85,85.12.a.c,-3,-1,-1,0,1,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,12,85,85.12.a.c,-3,-1,-2,2,4,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,12,85,85.12.a.c,-3,-1,-2,2,4,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,12,85,85.12.a.c,-3,-1,-4,0,4,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,12,85,85.12.a.c,-3,-1,-2,1,3,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,12,85,85.12.a.c,-3,-1,-2,1,3,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,12,85,85.12.a.c,-3,-1,-4,0,4,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,12,85,85.12.a.c,-3,-1,-1,1,2,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,12,85,85.12.a.d,-24,1,-4,0,4,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,12,85,85.12.a.d,-24,1,-1,0,1,2:[1:2];3:[1:0];7:[1:2];11:[1:0];13:[1:1];19:[1:1];23:[1:3];29:[1:1];31:[1:1];37:[1:4],1,1
5,12,85,85.12.a.d,-24,1,-1,3,4,2:[1:3];3:[1:4];7:[1:4];11:[1:3];13:[1:4];19:[1:0];23:[1:2];29:[1:4];31:[1:0];37:[1:1],1,1
5,12,85,85.12.a.d,-24,1,-2,2,4,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,12,85,85.12.a.d,-24,1,-2,2,4,2:[1:3];3:[1:3];7:[1:3];11:[1:4];13:[1:3];19:[1:4];23:[1:0];29:[1:0];31:[1:2];37:[1:3],1,1
5,12,85,85.12.a.d,-24,1,0,2,2,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,12,85,85.12.a.d,-24,1,-4,0,4,2:[1:4];3:[1:3];7:[1:4];11:[1:3];13:[1:3];19:[1:0];23:[1:3];29:[1:0];31:[1:3];37:[1:4],1,1
5,12,85,85.12.a.d,-24,1,-2,1,3,2:[1:0:3];3:[1:1:2];7:[1:1:2];11:[1:4:1];13:[1:3];19:[1:4:2];23:[1:2:3];29:[1:0:3];31:[1:0:2];37:[1:4:1],1,2
5,12,85,85.12.a.d,-24,1,-2,1,3,2:[1:1:1];3:[1:3:3];7:[1:2:3];11:[1:3:4];13:[1:0:3];19:[1:0:2];23:[1:3:3];29:[1:1:1];31:[1:0:2];37:[1:2:3],1,2
5,12,85,85.12.a.d,-24,1,-4,0,4,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,12,85,85.12.a.d,-24,1,-1,1,2,2:[1:1:1:3];3:[1:4:3:1];7:[1:2:2:3];11:[1:3:4:3];13:[1:0:3:2];19:[1:0:3:3];23:[1:2:0:1];29:[1:1:3:4];31:[1:0:4:2];37:[1:1:1:3],1,3
5,14,85,85.14.a.a,24,1,-4,4,8,2:[1:1];3:[1:2];7:[1:3];11:[1:3];13:[1:2];19:[1:0];23:[1:1];29:[1:1];31:[1:0];37:[1:2],1,1
5,14,85,85.14.a.a,24,1,-2,0,2,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,14,85,85.14.a.a,24,1,-3,0,3,2:[1:1];3:[1:4];7:[1:1];11:[1:4];13:[1:4];19:[1:1];23:[1:0];29:[1:0];31:[1:2];37:[1:1],1,1
5,14,85,85.14.a.a,24,1,-1,0,1,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,1
5,14,85,85.14.a.a,24,1,-4,1,5,2:[1:4];3:[1:0];7:[1:4];11:[1:0];13:[1:3];19:[1:4];23:[1:4];29:[1:4];31:[1:1];37:[1:3],1,1
5,14,85,85.14.a.a,24,1,-2,2,4,2:[1:0:2];3:[1:3:3];7:[1:2:3];11:[1:4:1];13:[1:4];19:[1:1:2];23:[1:1:2];29:[1:0:3];31:[1:0:2];37:[1:3:4],1,2
5,14,85,85.14.a.a,24,1,-2,2,4,2:[1:2:4];3:[1:4:2];7:[1:4:2];11:[1:3:4];13:[1:0:2];19:[1:0:2];23:[1:4:2];29:[1:4:1];31:[1:0:2];37:[1:4:2],1,2
