p,k,Nnew,LMFDB_label,twist,ap_sign,sLinv,sLderiv,sLval,rhobar,epp,fpp
2,44,6,6.44.a.d,-7,1,-4,1,5,5:[1:0],1,1
2,44,6,6.44.a.d,-7,1,-11,0,11,5:[1:0],1,1
3,44,6,6.44.a.d,-11,1,-1,2,3,5:[1:0];7:[1:1],1,1
3,44,6,6.44.a.d,-11,1,-9,0,9,5:[1:0];7:[1:1],1,1
2,18,6,6.18.a.b,5,-1,9999,9999,7,5:[1:0],1,1
3,18,6,6.18.a.b,1,1,-4,-1,3,5:[1:0];7:[1:1],1,1
2,32,6,6.32.a.a,-11,-1,-5,0,5,5:[1:0],1,1
3,32,6,6.32.a.a,-7,-1,-5,0,5,5:[1:0];7:[1:1],1,1
2,18,6,6.18.a.a,13,-1,9999,9999,11,5:[1:0],1,1
3,18,6,6.18.a.a,17,-1,-4,1,5,5:[1:0];7:[1:1],1,1
2,34,6,6.34.a.a,13,-1,-5,7,12,5:[1:0],1,1
3,34,6,6.34.a.a,17,-1,-9,2,11,5:[1:0];7:[1:1],1,1
2,32,6,6.32.a.d,-7,1,-3,1,4,5:[1:0],1,1
2,32,6,6.32.a.d,-7,1,-7,8,15,5:[1:0],1,1
3,32,6,6.32.a.d,-11,1,-2,1,3,5:[1:0];7:[1:1],1,1
3,32,6,6.32.a.d,-11,1,-7,1,8,5:[1:0];7:[1:1],1,1
2,34,6,6.34.a.d,5,-1,-7,6,13,5:[1:0],1,1
2,34,6,6.34.a.d,5,-1,-2,6,8,5:[1:0],1,1
3,34,6,6.34.a.d,1,1,-9,-2,7,5:[1:0];7:[1:1],1,1
3,34,6,6.34.a.d,1,1,-2,-2,0,5:[1:0];7:[1:1],1,1
2,46,6,6.46.a.d,17,1,-6,12,18,5:[1:0],1,1
2,46,6,6.46.a.d,17,1,-10,10,20,5:[1:0],1,1
3,46,6,6.46.a.d,13,1,-6,7,13,5:[1:0];7:[1:1],1,1
3,46,6,6.46.a.d,13,1,-11,5,16,5:[1:0];7:[1:1],1,1
2,20,6,6.20.a.c,-7,1,-6,1,7,5:[1:0],1,1
3,20,6,6.20.a.c,-11,1,0,4,4,5:[1:0];7:[1:1],1,1
2,46,6,6.46.a.c,1,1,-9,-3,6,5:[1:0],1,1
2,46,6,6.46.a.c,1,1,-3,-3,0,5:[1:0],1,1
3,46,6,6.46.a.c,5,-1,-6,3,9,5:[1:0];7:[1:1],1,1
3,46,6,6.46.a.c,5,-1,-11,1,12,5:[1:0];7:[1:1],1,1
2,20,6,6.20.a.b,-19,-1,-6,1,7,5:[1:0],1,1
3,20,6,6.20.a.b,-23,1,-4,4,8,5:[1:0];7:[1:1],1,1
2,20,6,6.20.a.a,-11,-1,-2,0,2,5:[1:0],1,1
3,20,6,6.20.a.a,-7,-1,-4,2,6,5:[1:0];7:[1:1],1,1
2,46,6,6.46.a.b,5,-1,-6,6,12,5:[1:0],1,1
2,46,6,6.46.a.b,5,-1,-10,4,14,5:[1:0],1,1
3,46,6,6.46.a.b,1,1,2,2,0,5:[1:0];7:[1:1],1,1
3,46,6,6.46.a.b,1,1,-8,-2,6,5:[1:0];7:[1:1],1,1
2,36,6,6.36.a.a,-23,1,-7,10,17,5:[1:0],1,1
3,36,6,6.36.a.a,-19,-1,-9,0,9,5:[1:0];7:[1:1],1,1
2,38,6,6.38.a.c,17,1,-5,12,17,5:[1:0],1,1
3,38,6,6.38.a.c,13,1,-9,8,17,5:[1:0];7:[1:1],1,1
2,36,6,6.36.a.d,-7,1,-6,2,8,5:[1:0],1,1
2,36,6,6.36.a.d,-7,1,-10,0,10,5:[1:0],1,1
3,36,6,6.36.a.d,-11,1,-9,2,11,5:[1:0];7:[1:1],1,1
3,36,6,6.36.a.d,-11,1,-1,1,2,5:[1:0];7:[1:1],1,1
2,50,6,6.50.a.a,17,1,-9,12,21,5:[1:0],1,1
3,50,6,6.50.a.a,13,1,-8,7,15,5:[1:0];7:[1:1],1,1
2,38,6,6.38.a.b,5,-1,-5,6,11,5:[1:0],1,1
3,38,6,6.38.a.b,1,1,-4,1,5,5:[1:0];7:[1:1],1,1
2,50,6,6.50.a.d,1,1,-4,1,5,5:[1:0],1,1
2,50,6,6.50.a.d,1,1,-11,-1,10,5:[1:0],1,1
3,50,6,6.50.a.d,5,-1,-8,1,9,5:[1:0];7:[1:1],1,1
3,50,6,6.50.a.d,5,-1,0,3,3,5:[1:0];7:[1:1],1,1
2,48,6,6.48.a.c,-23,1,-4,7,11,5:[1:0],1,1
2,48,6,6.48.a.c,-23,1,-11,5,16,5:[1:0],1,1
3,48,6,6.48.a.c,-19,-1,-9,-1,8,5:[1:0];7:[1:1],1,1
3,48,6,6.48.a.c,-19,-1,-13,-1,12,5:[1:0];7:[1:1],1,1
2,44,6,6.44.a.c,-19,-1,-4,1,5,5:[1:0],1,1
2,44,6,6.44.a.c,-19,-1,-11,0,11,5:[1:0],1,1
3,44,6,6.44.a.c,-23,1,-4,4,8,5:[1:0];7:[1:1],1,1
3,44,6,6.44.a.c,-23,1,-11,2,13,5:[1:0];7:[1:1],1,1
2,50,6,6.50.a.c,5,-1,-9,4,13,5:[1:0],1,1
2,50,6,6.50.a.c,5,-1,-3,4,7,5:[1:0],1,1
3,50,6,6.50.a.c,1,1,-6,-1,5,5:[1:0];7:[1:1],1,1
3,50,6,6.50.a.c,1,1,-11,-1,10,5:[1:0];7:[1:1],1,1
2,38,6,6.38.a.a,13,-1,-7,8,15,5:[1:0],1,1
3,38,6,6.38.a.a,17,-1,-4,3,7,5:[1:0];7:[1:1],1,1
2,38,6,6.38.a.d,1,1,-3,-3,0,5:[1:0],1,1
2,38,6,6.38.a.d,1,1,-7,0,7,5:[1:0],1,1
3,38,6,6.38.a.d,5,-1,-2,2,4,5:[1:0];7:[1:1],1,1
3,38,6,6.38.a.d,5,-1,-9,2,11,5:[1:0];7:[1:1],1,1
2,52,6,6.52.a.c,-7,1,-7,0,7,5:[1:0],1,1
2,52,6,6.52.a.c,-7,1,-10,0,10,5:[1:0],1,1
3,52,6,6.52.a.c,-11,1,-11,-1,10,5:[1:0];7:[1:1],1,1
3,52,6,6.52.a.c,-11,1,-5,-1,4,5:[1:0];7:[1:1],1,1
2,36,6,6.36.a.c,-19,-1,-6,2,8,5:[1:0],1,1
2,36,6,6.36.a.c,-19,-1,-10,0,10,5:[1:0],1,1
3,36,6,6.36.a.c,-23,1,-4,2,6,5:[1:0];7:[1:1],1,1
3,36,6,6.36.a.c,-23,1,-11,3,14,5:[1:0];7:[1:1],1,1
2,40,6,6.40.a.a,-19,-1,-9,0,9,5:[1:0],1,1
3,40,6,6.40.a.a,-23,1,-9,4,13,5:[1:0];7:[1:1],1,1
2,44,6,6.44.a.b,-11,-1,-3,-1,2,5:[1:0],1,1
2,44,6,6.44.a.b,-11,-1,-9,-1,8,5:[1:0],1,1
3,44,6,6.44.a.b,-7,-1,-4,2,6,5:[1:0];7:[1:1],1,1
3,44,6,6.44.a.b,-7,-1,-11,0,11,5:[1:0];7:[1:1],1,1
2,36,6,6.36.a.b,-11,-1,-7,2,9,5:[1:0],1,1
2,36,6,6.36.a.b,-11,-1,-3,-1,2,5:[1:0],1,1
3,36,6,6.36.a.b,-7,-1,-4,0,4,5:[1:0];7:[1:1],1,1
3,36,6,6.36.a.b,-7,-1,-11,1,12,5:[1:0];7:[1:1],1,1
2,40,6,6.40.a.d,-7,1,-3,1,4,5:[1:0],1,1
2,40,6,6.40.a.d,-7,1,-9,0,9,5:[1:0],1,1
3,40,6,6.40.a.d,-11,1,-4,1,5,5:[1:0];7:[1:1],1,1
3,40,6,6.40.a.d,-11,1,-11,-1,10,5:[1:0];7:[1:1],1,1
2,62,6,6.62.a.c,17,1,-10,10,20,5:[1:0],1,1
2,62,6,6.62.a.c,17,1,-7,9,16,5:[1:0],1,1
3,62,6,6.62.a.c,13,1,-9,9,18,5:[1:0];7:[1:1],1,1
3,62,6,6.62.a.c,13,1,-13,9,22,5:[1:0];7:[1:1],1,1
2,54,6,6.54.a.c,17,1,-4,12,16,5:[1:0],1,1
2,54,6,6.54.a.c,17,1,-11,10,21,5:[1:0],1,1
3,54,6,6.54.a.c,13,1,-13,6,19,5:[1:0];7:[1:1],1,1
3,54,6,6.54.a.c,13,1,-9,6,15,5:[1:0];7:[1:1],1,1
2,50,6,6.50.a.b,13,-1,-4,7,11,5:[1:0],1,1
2,50,6,6.50.a.b,13,-1,-11,5,16,5:[1:0],1,1
3,50,6,6.50.a.b,17,-1,-6,1,7,5:[1:0];7:[1:1],1,1
3,50,6,6.50.a.b,17,-1,-11,1,12,5:[1:0];7:[1:1],1,1
2,54,6,6.54.a.b,5,-1,-4,6,10,5:[1:0],1,1
2,54,6,6.54.a.b,5,-1,-11,4,15,5:[1:0],1,1
3,54,6,6.54.a.b,1,1,-5,-2,3,5:[1:0];7:[1:1],1,1
3,54,6,6.54.a.b,1,1,-11,-2,9,5:[1:0];7:[1:1],1,1
2,62,6,6.62.a.b,5,-1,-10,4,14,5:[1:0],1,1
2,62,6,6.62.a.b,5,-1,-7,3,10,5:[1:0],1,1
3,62,6,6.62.a.b,1,1,-5,-1,4,5:[1:0];7:[1:1],1,1
3,62,6,6.62.a.b,1,1,-11,2,13,5:[1:0];7:[1:1],1,1
2,40,6,6.40.a.c,-23,1,-6,8,14,5:[1:0],1,1
2,40,6,6.40.a.c,-23,1,-10,6,16,5:[1:0],1,1
3,40,6,6.40.a.c,-19,-1,-4,1,5,5:[1:0];7:[1:1],1,1
3,40,6,6.40.a.c,-19,-1,-11,-1,10,5:[1:0];7:[1:1],1,1
2,48,6,6.48.a.b,-19,-1,-9,1,10,5:[1:0],1,1
2,48,6,6.48.a.b,-19,-1,-12,-1,11,5:[1:0],1,1
3,48,6,6.48.a.b,-23,1,-5,3,8,5:[1:0];7:[1:1],1,1
3,48,6,6.48.a.b,-23,1,-11,1,12,5:[1:0];7:[1:1],1,1
2,40,6,6.40.a.b,-11,-1,-6,2,8,5:[1:0],1,1
2,40,6,6.40.a.b,-11,-1,-10,0,10,5:[1:0],1,1
3,40,6,6.40.a.b,-7,-1,-9,0,9,5:[1:0];7:[1:1],1,1
3,40,6,6.40.a.b,-7,-1,-1,0,1,5:[1:0];7:[1:1],1,1
2,52,6,6.52.a.b,-23,1,-9,8,17,5:[1:0],1,1
2,52,6,6.52.a.b,-23,1,-12,9,21,5:[1:0],1,1
3,52,6,6.52.a.b,-19,-1,-11,-1,10,5:[1:0];7:[1:1],1,1
3,52,6,6.52.a.b,-19,-1,-5,-1,4,5:[1:0];7:[1:1],1,1
2,48,6,6.48.a.a,-11,-1,-4,1,5,5:[1:0],1,1
2,48,6,6.48.a.a,-11,-1,-11,-1,10,5:[1:0],1,1
3,48,6,6.48.a.a,-7,-1,-5,1,6,5:[1:0];7:[1:1],1,1
3,48,6,6.48.a.a,-7,-1,-11,-1,10,5:[1:0];7:[1:1],1,1
2,48,6,6.48.a.d,-7,1,-9,3,12,5:[1:0],1,1
2,48,6,6.48.a.d,-7,1,-12,-1,11,5:[1:0],1,1
2,48,6,6.48.a.d,-7,1,-3,1,4,5:[1:0],1,1
3,48,6,6.48.a.d,-11,1,-1,1,2,5:[1:0];7:[1:1],1,1
3,48,6,6.48.a.d,-11,1,-9,-1,8,5:[1:0];7:[1:1],1,1
3,48,6,6.48.a.d,-11,1,-13,-1,12,5:[1:0];7:[1:1],1,1
2,54,6,6.54.a.a,13,-1,-9,6,15,5:[1:0],1,1
2,54,6,6.54.a.a,13,-1,-12,7,19,5:[1:0],1,1
3,54,6,6.54.a.a,17,-1,-5,0,5,5:[1:0];7:[1:1],1,1
3,54,6,6.54.a.a,17,-1,-11,0,11,5:[1:0];7:[1:1],1,1
2,58,6,6.58.a.c,17,1,-12,13,25,5:[1:0],1,1
2,58,6,6.58.a.c,17,1,-9,12,21,5:[1:0],1,1
3,58,6,6.58.a.c,13,1,-5,7,12,5:[1:0];7:[1:1],1,1
3,58,6,6.58.a.c,13,1,-11,8,19,5:[1:0];7:[1:1],1,1
2,54,6,6.54.a.d,1,1,-9,-2,7,5:[1:0],1,1
2,54,6,6.54.a.d,1,1,-3,-3,0,5:[1:0],1,1
2,54,6,6.54.a.d,1,1,-12,-3,9,5:[1:0],1,1
3,54,6,6.54.a.d,5,-1,-13,0,13,5:[1:0];7:[1:1],1,1
3,54,6,6.54.a.d,5,-1,-9,0,9,5:[1:0];7:[1:1],1,1
3,54,6,6.54.a.d,5,-1,-3,1,4,5:[1:0];7:[1:1],1,1
2,58,6,6.58.a.b,1,1,-7,-2,5,5:[1:0],1,1
2,58,6,6.58.a.b,1,1,-10,-1,9,5:[1:0],1,1
3,58,6,6.58.a.b,5,-1,-5,3,8,5:[1:0];7:[1:1],1,1
3,58,6,6.58.a.b,5,-1,-11,4,15,5:[1:0];7:[1:1],1,1
2,66,6,6.66.a.a,17,1,-8,14,22,5:[1:0],1,1
2,66,6,6.66.a.a,17,1,-12,16,28,5:[1:0],1,1
3,66,6,6.66.a.a,13,1,-14,7,21,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.a,13,1,-9,8,17,5:[1:0];7:[1:1],1,1
2,56,6,6.56.a.c,-23,1,-10,6,16,5:[1:0],1,1
2,56,6,6.56.a.c,-23,1,-7,5,12,5:[1:0],1,1
3,56,6,6.56.a.c,-19,-1,-13,3,16,5:[1:0];7:[1:1],1,1
3,56,6,6.56.a.c,-19,-1,-9,3,12,5:[1:0];7:[1:1],1,1
2,62,6,6.62.a.a,13,-1,-12,7,19,5:[1:0],1,1
2,62,6,6.62.a.a,13,-1,-8,5,13,5:[1:0],1,1
3,62,6,6.62.a.a,17,-1,-5,1,6,5:[1:0];7:[1:1],1,1
3,62,6,6.62.a.a,17,-1,-11,4,15,5:[1:0];7:[1:1],1,1
2,52,6,6.52.a.a,-19,-1,-7,0,7,5:[1:0],1,1
2,52,6,6.52.a.a,-19,-1,-10,0,10,5:[1:0],1,1
3,52,6,6.52.a.a,-23,1,-9,3,12,5:[1:0];7:[1:1],1,1
3,52,6,6.52.a.a,-23,1,-13,3,16,5:[1:0];7:[1:1],1,1
2,66,6,6.66.a.d,1,1,-12,2,14,5:[1:0],1,2
2,66,6,6.66.a.d,1,1,-6,1,7,5:[1:0],1,1
3,66,6,6.66.a.d,5,-1,-14,1,15,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.d,5,-1,-9,2,11,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.d,5,-1,-3,-1,2,5:[1:0];7:[1:1],1,1
2,62,6,6.62.a.d,1,1,-3,-3,0,5:[1:0],1,1
2,62,6,6.62.a.d,1,1,-12,-3,9,5:[1:0],1,1
2,62,6,6.62.a.d,1,1,-8,-3,5,5:[1:0],1,1
3,62,6,6.62.a.d,5,-1,-9,3,12,5:[1:0];7:[1:1],1,1
3,62,6,6.62.a.d,5,-1,-13,3,16,5:[1:0];7:[1:1],1,1
3,62,6,6.62.a.d,5,-1,-3,0,3,5:[1:0];7:[1:1],1,1
2,66,6,6.66.a.c,5,-1,-8,6,14,5:[1:0],1,1
2,66,6,6.66.a.c,5,-1,-12,6,18,5:[1:0],1,1
2,66,6,6.66.a.c,5,-1,-3,6,9,5:[1:0],1,1
3,66,6,6.66.a.c,1,1,-11,1,12,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.c,1,1,-18,-2,16,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.c,1,1,-4,-2,2,5:[1:0];7:[1:1],1,1
2,52,6,6.52.a.d,-11,-1,-9,0,9,5:[1:0],1,1
2,52,6,6.52.a.d,-11,-1,-12,-1,11,5:[1:0],1,1
2,52,6,6.52.a.d,-11,-1,-3,-1,2,5:[1:0],1,1
3,52,6,6.52.a.d,-7,-1,-9,-1,8,5:[1:0];7:[1:1],1,1
3,52,6,6.52.a.d,-7,-1,-13,-1,12,5:[1:0];7:[1:1],1,1
3,52,6,6.52.a.d,-7,-1,-1,0,1,5:[1:0];7:[1:1],1,1
2,58,6,6.58.a.a,13,-1,-7,4,11,5:[1:0],1,1
2,58,6,6.58.a.a,13,-1,-10,5,15,5:[1:0],1,1
3,58,6,6.58.a.a,17,-1,-9,4,13,5:[1:0];7:[1:1],1,1
3,58,6,6.58.a.a,17,-1,-13,4,17,5:[1:0];7:[1:1],1,1
2,58,6,6.58.a.d,5,-1,-3,3,6,5:[1:0],1,1
2,58,6,6.58.a.d,5,-1,-12,3,15,5:[1:0],1,1
2,58,6,6.58.a.d,5,-1,-9,4,13,5:[1:0],1,1
3,58,6,6.58.a.d,1,1,-3,-3,0,5:[1:0];7:[1:1],1,1
3,58,6,6.58.a.d,1,1,-9,0,9,5:[1:0];7:[1:1],1,1
3,58,6,6.58.a.d,1,1,-13,0,13,5:[1:0];7:[1:1],1,1
2,64,6,6.64.a.a,-19,-1,-12,1,13,5:[1:0],1,1
2,64,6,6.64.a.a,-19,-1,-8,1,9,5:[1:0],1,1
3,64,6,6.64.a.a,-23,1,-15,3,18,5:[1:0];7:[1:1],1,1
3,64,6,6.64.a.a,-23,1,-8,4,12,5:[1:0];7:[1:1],1,1
2,60,6,6.60.a.a,-23,1,-12,9,21,5:[1:0],1,1
2,60,6,6.60.a.a,-23,1,-8,7,15,5:[1:0],1,1
3,60,6,6.60.a.a,-19,-1,-15,0,15,5:[1:0];7:[1:1],1,1
3,60,6,6.60.a.a,-19,-1,-8,1,9,5:[1:0];7:[1:1],1,1
2,70,6,6.70.a.a,13,-1,-12,9,21,5:[1:0],1,1
2,70,6,6.70.a.a,13,-1,-8,8,16,5:[1:0],1,1
3,70,6,6.70.a.a,17,-1,-9,2,11,5:[1:0];7:[1:1],1,1
3,70,6,6.70.a.a,17,-1,-14,2,16,5:[1:0];7:[1:1],1,1
2,56,6,6.56.a.b,-19,-1,-8,-1,7,5:[1:0],1,1
2,56,6,6.56.a.b,-19,-1,-12,3,15,5:[1:0],1,1
3,56,6,6.56.a.b,-23,1,-5,4,9,5:[1:0];7:[1:1],1,1
3,56,6,6.56.a.b,-23,1,-11,4,15,5:[1:0];7:[1:1],1,1
2,64,6,6.64.a.d,-7,1,-4,0,4,5:[1:0],1,1
2,64,6,6.64.a.d,-7,1,-12,5,17,5:[1:0],1,1
2,64,6,6.64.a.d,-7,1,-8,5,13,5:[1:0],1,1
3,64,6,6.64.a.d,-11,1,-11,2,13,5:[1:0];7:[1:1],1,1
3,64,6,6.64.a.d,-11,1,-17,-1,16,5:[1:0];7:[1:1],1,1
3,64,6,6.64.a.d,-11,1,-6,-1,5,5:[1:0];7:[1:1],1,1
2,56,6,6.56.a.a,-11,-1,-10,0,10,5:[1:0],1,1
2,56,6,6.56.a.a,-11,-1,-7,-1,6,5:[1:0],1,1
3,56,6,6.56.a.a,-7,-1,-5,2,7,5:[1:0];7:[1:1],1,1
3,56,6,6.56.a.a,-7,-1,-11,2,13,5:[1:0];7:[1:1],1,1
2,60,6,6.60.a.d,-7,1,-12,0,12,5:[1:0],1,2
2,60,6,6.60.a.d,-7,1,-6,-1,5,5:[1:0],1,1
3,60,6,6.60.a.d,-11,1,-3,-1,2,5:[1:0];7:[1:1],1,1
3,60,6,6.60.a.d,-11,1,-15,0,15,5:[1:0];7:[1:1],1,1
3,60,6,6.60.a.d,-11,1,-8,1,9,5:[1:0];7:[1:1],1,1
2,66,6,6.66.a.b,13,-1,-12,8,20,5:[1:0],1,2
2,66,6,6.66.a.b,13,-1,-6,7,13,5:[1:0],1,1
3,66,6,6.66.a.b,17,-1,-11,3,14,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.b,17,-1,-18,0,18,5:[1:0];7:[1:1],1,1
3,66,6,6.66.a.b,17,-1,-4,0,4,5:[1:0];7:[1:1],1,1
2,56,6,6.56.a.d,-7,1,-8,-1,7,5:[1:0],1,1
2,56,6,6.56.a.d,-7,1,-12,1,13,5:[1:0],1,1
2,56,6,6.56.a.d,-7,1,-3,1,4,5:[1:0],1,1
3,56,6,6.56.a.d,-11,1,-1,4,5,5:[1:0];7:[1:1],1,1
3,56,6,6.56.a.d,-11,1,-13,5,18,5:[1:0];7:[1:1],1,1
3,56,6,6.56.a.d,-11,1,-9,5,14,5:[1:0];7:[1:1],1,1
