p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
13,13,154,13.154.a.b,-39,1,40,12,1,2:[1:11];3:[1:1];5:[1:6];7:[1:10];11:[1:7],1,1
13,13,154,13.154.a.b,-9,1,10,12,1,2:[1:11];3:[1:1];5:[1:6];7:[1:10];11:[1:7],1,1
13,13,154,13.154.a.b,-18,0,18,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,154,13.154.a.b,-30,0,30,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,154,13.154.a.b,-6,0,6,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,154,13.154.a.b,-42,0,42,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,154,13.154.a.b,-66,0,66,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,154,13.154.a.b,-54,-1,53,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,154,13.154.a.b,-55,-1,54,12,1,2:[1:12];3:[1:7];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-55,2,57,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-30,2,32,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-67,0,67,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-18,2,20,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-6,2,8,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-42,2,44,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,162,13.162.a.a,-49,1,50,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-37,0,37,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-36,1,37,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-49,1,50,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-12,1,13,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-61,1,62,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-24,0,24,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-25,1,26,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-61,1,62,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-12,1,13,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-1,0,1,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-60,1,61,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-50,1,51,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-1,1,2,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-11,1,12,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-26,1,27,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-35,1,36,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-47,0,47,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-38,0,38,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-23,0,23,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-14,0,14,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-62,1,63,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,162,13.162.a.a,-64,0,64,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-16,1,17,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-33,1,34,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-45,0,45,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-69,0,69,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-8,1,9,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-4,1,5,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-52,1,53,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-28,1,29,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-40,0,40,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-21,0,21,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-57,1,58,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,162,13.162.a.a,-34,2,36,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-46,1,47,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-15,1,16,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-63,1,64,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-58,2,60,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-22,1,23,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-39,1,40,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-27,2,29,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-51,2,53,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-3,2,5,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-10,2,12,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,162,13.162.a.a,-29,2,31,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-19,2,21,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-17,2,19,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-7,2,9,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-56,2,58,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-65,1,66,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-41,1,42,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-32,2,34,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-53,2,55,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-44,1,45,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-5,2,7,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-68,1,69,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,162,13.162.a.a,-42,0,42,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-30,1,31,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-67,-1,66,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-18,1,19,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-6,1,7,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-54,1,55,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-6,1,7,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-55,1,56,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-18,1,19,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-67,-1,66,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-30,1,31,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-43,0,43,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,162,13.162.a.a,-37,2,39,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,162,13.162.a.a,-61,2,63,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,162,13.162.a.a,-12,2,14,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,162,13.162.a.a,-49,2,51,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,162,13.162.a.a,-24,2,26,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,168,13.168.a.a,-1,1,2,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-11,1,12,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-23,1,24,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-13,1,14,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-62,1,63,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-71,1,72,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-35,1,36,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-25,1,26,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-47,1,48,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-37,1,38,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-50,2,52,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-59,2,61,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,168,13.168.a.a,-55,2,57,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-43,0,43,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-67,0,67,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-31,2,33,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-6,2,8,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-19,1,20,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-18,1,19,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-7,2,9,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-51,1,52,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-26,1,27,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-34,1,35,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-46,0,46,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-70,-1,69,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-10,1,11,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-58,1,59,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-22,1,23,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-14,1,15,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-64,-1,63,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-39,0,39,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-2,1,3,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,168,13.168.a.a,-60,5,65,-3,1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,168,13.168.a.a,-24,5,29,-3,1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,168,13.168.a.a,-36,5,41,-3,1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,168,13.168.a.a,-12,5,17,-3,1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,168,13.168.a.a,-48,5,53,-3,1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,168,13.168.a.a,-31,2,33,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-67,0,67,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-43,0,43,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-55,2,57,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-19,1,20,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-6,2,8,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,168,13.168.a.a,-53,2,55,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-28,2,30,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-3,1,4,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-40,1,41,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-15,1,16,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-65,0,65,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-21,1,22,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-57,2,59,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-9,1,10,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-69,0,69,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-45,1,46,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-33,2,35,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,168,13.168.a.a,-36,1,37,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-12,1,13,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-48,1,49,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-24,1,25,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,168,13.168.a.a,-72,0,72,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-61,0,61,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-60,1,61,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-1,0,1,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,168,13.168.a.a,-68,-1,67,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-20,0,20,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-29,1,30,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-4,1,5,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-42,-1,41,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-32,1,33,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-54,1,55,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-44,-1,43,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-8,1,9,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-17,0,17,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-56,1,57,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,168,13.168.a.a,-66,-1,65,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,160,13.160.a.b,-40,1,41,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-20,2,22,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-57,2,59,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-45,1,46,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-33,2,35,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-4,2,6,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-64,1,65,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-16,2,18,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-8,2,10,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-52,2,54,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-28,2,30,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,160,13.160.a.b,-44,0,44,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-53,1,54,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-68,0,68,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-29,1,30,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-19,1,20,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-56,1,57,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-65,0,65,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-5,1,6,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-7,1,8,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-17,1,18,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-31,1,32,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-41,1,42,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,160,13.160.a.b,-6,2,8,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-42,2,44,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-30,2,32,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-18,2,20,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-54,2,56,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-66,1,67,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-67,1,68,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-55,2,57,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-25,1,26,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-61,1,62,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-12,1,13,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-49,1,50,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-37,1,38,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-1,0,1,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,160,13.160.a.b,-54,2,56,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-42,2,44,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-30,2,32,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-67,1,68,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-18,2,20,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-6,2,8,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,160,13.160.a.b,-37,1,38,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-49,1,50,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-61,1,62,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,160,13.160.a.b,-1,0,1,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-24,0,24,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,160,13.160.a.b,-12,1,13,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
