p,Nnew,k,LMFDB_label,sLinv,sLderiv,sLval,twist,ap_sign,rhobar,epp,fpp
13,13,4,13.4.a.a,0,1,1,-3,1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,4,13.4.a.b,0,1,1,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,4,13.4.a.b,0,1,1,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,24,13.24.a.a,-2,1,3,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,24,13.24.a.a,-6,1,7,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,24,13.24.a.a,-9,0,9,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,24,13.24.a.a,-3,0,3,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,24,13.24.a.a,-6,1,7,-3,1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,24,13.24.a.a,-4,1,5,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,24,13.24.a.a,-8,1,9,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,24,13.24.a.a,0,1,1,-3,1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,24,13.24.a.a,-7,0,7,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,24,13.24.a.a,-5,0,5,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,6,13.6.a.a,-1,1,2,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,6,13.6.a.a,0,1,1,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,6,13.6.a.b,0,2,2,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,6,13.6.a.b,-1,1,2,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,6,13.6.a.b,0,1,1,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,24,13.24.a.b,-2,1,3,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,24,13.24.a.b,-6,1,7,-7,-1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,2
13,13,24,13.24.a.b,-9,0,9,-7,-1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,24,13.24.a.b,-3,0,3,-7,-1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,24,13.24.a.b,0,1,1,-7,-1,2:[1:5];3:[1:3];5:[1:4];7:[1:10];11:[1:6],1,1
13,13,24,13.24.a.b,-6,1,7,-7,-1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,24,13.24.a.b,-4,1,5,-7,-1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,24,13.24.a.b,-8,1,9,-7,-1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,24,13.24.a.b,0,1,1,-7,-1,2:[1:11];3:[1:8];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,24,13.24.a.b,-7,0,7,-7,-1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,24,13.24.a.b,-5,0,5,-7,-1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,8,13.8.a.a,-1,1,2,-3,1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,8,13.8.a.b,0,1,1,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,8,13.8.a.b,-2,1,3,-3,1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,8,13.8.a.c,0,1,1,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,8,13.8.a.c,-1,1,2,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,8,13.8.a.c,0,1,1,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,8,13.8.a.c,-2,1,3,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,26,13.26.a.a,-10,0,10,5,-1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,26,13.26.a.a,-2,0,2,5,-1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,26,13.26.a.a,-6,1,7,5,-1,2:[1:3];3:[1:9];5:[1:6];7:[1:8];11:[1:12],1,1
13,13,26,13.26.a.a,-6,0,6,5,-1,2:[1:4];3:[1:11];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,26,13.26.a.a,-8,0,8,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,26,13.26.a.a,-4,0,4,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,26,13.26.a.a,-9,1,10,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,26,13.26.a.a,-3,1,4,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,26,13.26.a.a,-1,0,1,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,26,13.26.a.a,-7,1,8,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,26,13.26.a.a,-5,1,6,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,10,13.10.a.a,0,1,1,5,-1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,10,13.10.a.a,-3,1,4,5,-1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,10,13.10.a.a,-1,1,2,5,-1,2:[1:6];3:[1:11];5:[1:6];7:[1:9];11:[1:9],1,1
13,13,10,13.10.a.a,-2,1,3,5,-1,2:[1:11];3:[1:1];5:[1:6];7:[1:10];11:[1:7],1,1
13,13,10,13.10.a.b,0,1,1,12,1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,10,13.10.a.b,-3,1,4,12,1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,10,13.10.a.b,0,2,2,12,1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,10,13.10.a.b,-1,1,2,12,1,2:[1:6];3:[1:11];5:[1:6];7:[1:9];11:[1:9],1,1
13,13,10,13.10.a.b,-2,1,3,12,1,2:[1:11];3:[1:1];5:[1:6];7:[1:10];11:[1:7],1,1
13,13,28,13.28.a.a,-3,1,4,-3,1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,28,13.28.a.a,-9,1,10,-3,1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,28,13.28.a.a,-10,2,12,-3,1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,28,13.28.a.a,-2,2,4,-3,1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,28,13.28.a.a,-1,1,2,-3,1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,28,13.28.a.a,-12,0,12,-3,1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,28,13.28.a.a,-6,2,8,-3,1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,28,13.28.a.a,-6,2,8,-3,1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,28,13.28.a.a,-7,1,8,-3,1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,28,13.28.a.a,-5,1,6,-3,1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,28,13.28.a.a,-8,2,10,-3,1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,28,13.28.a.a,-4,2,6,-3,1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,26,13.26.a.b,-10,0,10,12,1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,26,13.26.a.b,-2,0,2,12,1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,26,13.26.a.b,-6,1,7,12,1,2:[1:3];3:[1:9];5:[1:6];7:[1:8];11:[1:12],1,1
13,13,26,13.26.a.b,-6,0,6,12,1,2:[1:4];3:[1:11];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,26,13.26.a.b,-8,0,8,12,1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,26,13.26.a.b,-4,0,4,12,1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,26,13.26.a.b,-9,1,10,12,1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,26,13.26.a.b,-3,1,4,12,1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,26,13.26.a.b,-1,0,1,12,1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,26,13.26.a.b,2,6,4,12,1,2:[1:10];3:[1:9];5:[1:7];7:[1:5];11:[1:1],1,1
13,13,26,13.26.a.b,-7,3,10,12,1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,26,13.26.a.b,-5,3,8,12,1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,12,13.12.a.a,-4,1,5,-3,1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,12,13.12.a.a,0,1,1,-3,1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,12,13.12.a.a,-3,1,4,-3,1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,12,13.12.a.a,-2,1,3,-3,1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,12,13.12.a.a,-1,1,2,-3,1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,12,13.12.a.b,-4,1,5,-7,-1,2:[1:1];3:[1:7];5:[1:9];7:[1:2];11:[1:5],1,1
13,13,12,13.12.a.b,0,1,1,-7,-1,2:[1:2];3:[1:8];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,12,13.12.a.b,-3,1,4,-7,-1,2:[1:4];3:[1:3];5:[1:9];7:[1:8];11:[1:1],1,1
13,13,12,13.12.a.b,0,1,1,-7,-1,2:[1:8];3:[1:3];5:[1:9];7:[1:3];11:[1:7],1,1
13,13,12,13.12.a.b,-2,1,3,-7,-1,2:[1:9];3:[1:3];5:[1:4];7:[1:5];11:[1:12],1,1
13,13,12,13.12.a.b,-1,1,2,-7,-1,2:[1:12];3:[1:7];5:[1:4];7:[1:11];11:[1:8],1,1
13,13,14,13.14.a.a,-4,1,5,5,-1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,14,13.14.a.a,0,1,1,5,-1,2:[1:4];3:[1:11];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,14,13.14.a.a,-2,1,3,5,-1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,14,13.14.a.a,-3,1,4,5,-1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,14,13.14.a.a,-5,0,5,5,-1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,14,13.14.a.a,-1,1,2,5,-1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,14,13.14.a.b,-4,3,7,12,1,2:[1:2];3:[1:8];5:[1:6];7:[1:1];11:[1:3],1,1
13,13,14,13.14.a.b,0,2,2,12,1,2:[1:3];3:[1:9];5:[1:6];7:[1:8];11:[1:12],1,1
13,13,14,13.14.a.b,0,1,1,12,1,2:[1:4];3:[1:11];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,14,13.14.a.b,-2,1,3,12,1,2:[1:5];3:[1:9];5:[1:7];7:[1:9];11:[1:2],1,1
13,13,14,13.14.a.b,-3,1,4,12,1,2:[1:8];3:[1:9];5:[1:6];7:[1:4];11:[1:11],1,1
13,13,14,13.14.a.b,-5,0,5,12,1,2:[1:9];3:[1:11];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,14,13.14.a.b,-1,1,2,12,1,2:[1:11];3:[1:8];5:[1:7];7:[1:12];11:[1:10],1,1
13,13,30,13.30.a.a,-12,2,14,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,30,13.30.a.a,-6,1,7,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,30,13.30.a.a,-7,2,9,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,30,13.30.a.a,-5,2,7,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,30,13.30.a.a,-9,2,11,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,30,13.30.a.a,-3,2,5,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,30,13.30.a.a,-4,1,5,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,30,13.30.a.a,-8,1,9,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,30,13.30.a.a,-2,1,3,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,30,13.30.a.a,-11,0,11,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,30,13.30.a.a,-1,0,1,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,30,13.30.a.a,-12,0,12,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,30,13.30.a.a,-6,2,8,5,-1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,16,13.16.a.a,-3,1,4,-3,1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,16,13.16.a.a,-4,1,5,-3,1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,16,13.16.a.a,-6,1,7,-3,1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,16,13.16.a.a,-6,1,7,-3,1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,16,13.16.a.a,0,1,1,-3,1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,16,13.16.a.a,-1,1,2,-3,1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,16,13.16.a.a,-2,1,3,-3,1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,28,13.28.a.b,-3,1,4,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,28,13.28.a.b,-9,1,10,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,28,13.28.a.b,-10,2,12,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,28,13.28.a.b,-2,2,4,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,28,13.28.a.b,-1,1,2,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,28,13.28.a.b,-12,0,12,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,28,13.28.a.b,-6,2,8,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,28,13.28.a.b,-1,1,2,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,28,13.28.a.b,-6,2,8,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,2
13,13,28,13.28.a.b,-7,1,8,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,28,13.28.a.b,-5,1,6,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,28,13.28.a.b,-8,2,10,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,28,13.28.a.b,-4,2,6,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,16,13.16.a.b,-3,1,4,-7,-1,2:[1:3];3:[1:1];5:[1:4];7:[1:2];11:[1:4],1,1
13,13,16,13.16.a.b,-4,1,5,-7,-1,2:[1:4];3:[1:11];5:[1:4];7:[1:7];11:[1:7],1,1
13,13,16,13.16.a.b,-6,1,7,-7,-1,2:[1:5];3:[1:7];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,16,13.16.a.b,0,1,1,-7,-1,2:[1:6];3:[1:1];5:[1:4];7:[1:4];11:[1:2],1,1
13,13,16,13.16.a.b,-6,1,7,-7,-1,2:[1:7];3:[1:1];5:[1:9];7:[1:9];11:[1:11],1,1
13,13,16,13.16.a.b,0,1,1,-7,-1,2:[1:8];3:[1:7];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,16,13.16.a.b,-1,1,2,-7,-1,2:[1:9];3:[1:11];5:[1:9];7:[1:6];11:[1:6],1,1
13,13,16,13.16.a.b,-2,1,3,-7,-1,2:[1:10];3:[1:1];5:[1:9];7:[1:11];11:[1:9],1,1
13,13,32,13.32.a.a,-4,2,6,-3,1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,32,13.32.a.a,-8,2,10,-3,1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,32,13.32.a.a,-12,5,17,-3,1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,32,13.32.a.a,-1,1,2,-3,1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,32,13.32.a.a,-11,1,12,-3,1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,32,13.32.a.a,-6,2,8,-3,1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,32,13.32.a.a,-6,2,8,-3,1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,32,13.32.a.a,-1,0,1,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,32,13.32.a.a,-12,1,13,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,32,13.32.a.a,-12,1,13,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,32,13.32.a.a,-5,1,6,-3,1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,32,13.32.a.a,-7,1,8,-3,1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,32,13.32.a.a,-6,2,8,-3,1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,32,13.32.a.a,-10,0,10,-3,1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,32,13.32.a.a,-3,1,4,-3,1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,18,13.18.a.a,-6,1,7,5,-1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,18,13.18.a.a,0,1,1,5,-1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,18,13.18.a.a,-1,1,2,5,-1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,18,13.18.a.a,-3,1,4,5,-1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,18,13.18.a.a,-2,1,3,5,-1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,18,13.18.a.a,-5,1,6,5,-1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,18,13.18.a.a,-6,0,6,5,-1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,18,13.18.a.b,-6,1,7,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,18,13.18.a.b,0,1,1,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,18,13.18.a.b,-1,1,2,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,18,13.18.a.b,-3,1,4,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,18,13.18.a.b,-2,1,3,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,18,13.18.a.b,-5,3,8,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,18,13.18.a.b,-6,0,6,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,2
13,13,18,13.18.a.b,0,2,2,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,20,13.20.a.a,-2,1,3,-3,1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,20,13.20.a.a,-6,1,7,-3,1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,20,13.20.a.a,-5,0,5,-3,1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,20,13.20.a.a,-7,0,7,-3,1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,20,13.20.a.a,0,1,1,-3,1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.a,-6,1,7,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.a,-6,1,7,-3,1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.a,-1,1,2,-3,1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,20,13.20.a.a,-4,1,5,-3,1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,20,13.20.a.b,-2,1,3,-7,-1,2:[1:1];3:[1:9];5:[1:4];7:[1:6];11:[1:10],1,1
13,13,20,13.20.a.b,-6,1,7,-7,-1,2:[1:2];3:[1:9];5:[1:4];7:[1:12];11:[1:5],1,1
13,13,20,13.20.a.b,-5,0,5,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,20,13.20.a.b,-7,0,7,-7,-1,2:[1:3];3:[1:8];5:[1:9];7:[1:5];11:[1:2],1,1
13,13,20,13.20.a.b,0,1,1,-7,-1,2:[1:6];3:[1:11];5:[1:7];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.b,-6,1,7,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.b,-6,1,7,-7,-1,2:[1:7];3:[1:11];5:[1:6];7:[1:0];11:[1:0],1,1
13,13,20,13.20.a.b,-1,1,2,-7,-1,2:[1:10];3:[1:8];5:[1:4];7:[1:8];11:[1:11],1,1
13,13,20,13.20.a.b,0,1,1,-7,-1,2:[1:11];3:[1:9];5:[1:9];7:[1:1];11:[1:8],1,1
13,13,20,13.20.a.b,-4,1,5,-7,-1,2:[1:12];3:[1:9];5:[1:9];7:[1:7];11:[1:3],1,1
13,13,30,13.30.a.b,-1,1,2,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,30,13.30.a.b,-12,2,14,12,1,2:[1:1];3:[1:3];5:[1:6];7:[1:11];11:[1:4],1,1
13,13,30,13.30.a.b,-6,1,7,12,1,2:[1:3];3:[1:8];5:[1:4];7:[1:0];11:[1:0],1,2
13,13,30,13.30.a.b,-7,4,11,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,30,13.30.a.b,-5,6,11,12,1,2:[1:5];3:[1:7];5:[1:6];7:[1:3];11:[1:1],1,1
13,13,30,13.30.a.b,-9,2,11,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,30,13.30.a.b,-3,2,5,12,1,2:[1:6];3:[1:3];5:[1:7];7:[1:1];11:[1:5],1,1
13,13,30,13.30.a.b,-4,1,5,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,30,13.30.a.b,-8,1,9,12,1,2:[1:7];3:[1:3];5:[1:6];7:[1:12];11:[1:8],1,1
13,13,30,13.30.a.b,-2,1,3,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,30,13.30.a.b,-11,0,11,12,1,2:[1:8];3:[1:7];5:[1:7];7:[1:10];11:[1:12],1,1
13,13,30,13.30.a.b,-1,0,1,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,30,13.30.a.b,-12,0,12,12,1,2:[1:10];3:[1:8];5:[1:9];7:[1:0];11:[1:0],1,1
13,13,30,13.30.a.b,-6,2,8,12,1,2:[1:12];3:[1:3];5:[1:7];7:[1:2];11:[1:9],1,1
13,13,22,13.22.a.a,-6,0,6,5,-1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,22,13.22.a.a,-6,0,6,5,-1,2:[1:1];3:[1:7];5:[1:4];7:[1:0];11:[1:0],1,1
13,13,22,13.22.a.a,-3,1,4,5,-1,2:[1:2];3:[1:1];5:[1:7];7:[1:3];11:[1:6],1,1
13,13,22,13.22.a.a,-6,1,7,5,-1,2:[1:4];3:[1:1];5:[1:7];7:[1:6];11:[1:3],1,1
13,13,22,13.22.a.a,-5,1,6,5,-1,2:[1:6];3:[1:11];5:[1:6];7:[1:9];11:[1:9],1,1
13,13,22,13.22.a.a,-7,1,8,5,-1,2:[1:6];3:[1:11];5:[1:6];7:[1:9];11:[1:9],1,1
